"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Hawaii","Hawaii",NA,NA,NA,"Psammocora nierstraszi","https://services.itis.gov/?q=tsn:52851","Nierstrasz's Coral","Other Invertebrates","Species","Exact Match","Psammocora verrilli, Psammocora nierstraszi"
"Arkansas,Kentucky,Oklahoma","Arkansas,Kentucky,Missouri,Oklahoma",NA,NA,NA,"Toxolasma texasiense","https://services.itis.gov/?q=tsn:906954","Texas lilliput","Mollusks","Species","Exact Match","Toxolasma texasiensis, Toxolasma texasensis, Toxolasma texasiense"
"Florida","",NA,NA,NA,"Gecarcinidae","https://services.itis.gov/?q=tsn:99126","land crabs","Crustaceans","Family","Exact Match","Gecarcinidae"
"Washington","",NA,NA,NA,"Oreohelix","https://services.itis.gov/?q=tsn:77661","Chelan mountainsnail","Mollusks","Genus","Exact Match","Oreohelix n. spp. , Oreohelix sp. 18 (O. idahoensis baileyi), Oreohelix n. sp. , Oreohelix sp. 1"
"Illinois","Illinois",NA,NA,NA,"Cosmotettix delector","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","a leafhopper","Other","Undetermined","Historic Match","Cosmotettix delector"
"Hawaii","Hawaii",NA,NA,NA,"Gracilaria dotyi","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374583","No Common Name","Plants","Species","Exact Match","Gracilaria dotyi"
"California","",NA,NA,NA,"Bassariscus astutus yumanensis","https://services.itis.gov/?q=tsn:727428","Yuma ringtail","Mammals","Subspecies","Exact Match","Bassariscus astutus yumanensis"
"Hawaii","Hawaii",NA,NA,NA,"Epigonus glossodontus","https://services.itis.gov/?q=tsn:642268","No Common Name","Fish","Species","Exact Match","Epigonus glossodontus"
"Hawaii","Hawaii",NA,NA,NA,"Hymenocera picta","https://services.itis.gov/?q=tsn:659886","harlequin shrimp","Crustaceans","Species","Exact Match","Hymenocera picta"
"Hawaii","Hawaii",NA,NA,NA,"Parazoanthus","https://services.itis.gov/?q=tsn:52457","No Common Name","Other Invertebrates","Genus","Exact Match","Parazoanthus sp."
"South Carolina","South Carolina",NA,NA,NA,"Neanthes succinea","https://services.itis.gov/?q=tsn:65918","Common Southern Clamworm","Other Invertebrates","Species","Followed Accepted TSN","Nereis succinea"
"California","California",NA,NA,NA,"Coenonympha tullia yontocket","https://services.itis.gov/?q=tsn:779483","Yontocket satyr","Insects","Subspecies","Fuzzy Match","Coenonympha tullia yontockett"
"Maine","",NA,NA,NA,"Arrhoges occidentalis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/531617","American Pelican Foot","Mollusks","Species","Exact Match","Arrhoges occidentalis"
"Florida","",NA,NA,NA,"Lestidae","https://services.itis.gov/?q=tsn:102058","spread-winged damselflies","Insects","Family","Exact Match","Lestidae"
"Hawaii","Hawaii",NA,NA,NA,"Nuuanu amikai","https://services.itis.gov/?q=tsn:900041","No Common Name","Crustaceans","Species","Exact Match","Nuuanu amikai"
"South Carolina","South Carolina",NA,NA,NA,"Mulinia lateralis","https://services.itis.gov/?q=tsn:80959","dwarf surfclam","Mollusks","Species","Exact Match","Mulinia lateralis"
"Hawaii","Hawaii",NA,NA,NA,"Dasya iridescens","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374655","No Common Name","Plants","Species","Exact Match","Dasya iridescens"
"South Carolina","",NA,NA,NA,"Haemopis septagon","https://services.itis.gov/?q=tsn:69414","""A terrestrial leech""","Other Invertebrates","Species","Exact Match","Haemopis septagon"
"Tennessee,West Virginia","Tennessee,West Virginia",NA,NA,NA,"Pseudosinella","https://services.itis.gov/?q=tsn:99822","(a cave springtail)","Other Invertebrates","Genus","Exact Match","Pseudosinella sp 1, Pseudosinella cf. nata, Pseudosinella sp., Pseudosinella sp. 5, Pseudosinella sp. 7 nr. Nata, Pseudosinella cf. gisini, Pseudosinella sp. 8, Pseudosinella sp. 6, Pseudosinella undescribed sp. near espanita, Pseudosinella cf. christianseni"
"Hawaii","Hawaii",NA,NA,NA,"Antipathes grandis","https://services.itis.gov/?q=tsn:719245","Grand Black Coral, â<U+0080><U+0098>Ekaha KÅ« Moana","Other Invertebrates","Species","Exact Match","Antipathes grandis"
"Tennessee","",NA,NA,NA,"Aleochara","https://services.itis.gov/?q=tsn:186399","(a rove beetle)","Insects","Genus","Exact Match","Aleochara sp."
"Florida","",NA,NA,NA,"Carabidae","https://services.itis.gov/?q=tsn:109234","ground beetles","Insects","Family","Exact Match","Carabidae"
"Hawaii","Hawaii",NA,NA,NA,"Neripteron vespertinum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/875308","Hapawai, Hapakai","Mollusks","Species","Exact Match","Neritina vespertina"
"Hawaii","Hawaii",NA,NA,NA,"Bidens","https://services.itis.gov/?q=tsn:35705","beggarticks","Plants","Genus","Exact Match","Bidens spp."
"Hawaii","Hawaii",NA,NA,NA,"Chlorodrepanis stejnegeri","https://services.itis.gov/?q=tsn:997802","Kauai Amakihi","Birds","Species","Followed Accepted TSN","Hemignathus kauaiensis"
"Hawaii","Hawaii",NA,NA,NA,"Psychotria","https://services.itis.gov/?q=tsn:35090","wild coffee","Plants","Genus","Exact Match","Psychotria sp."
"Tennessee","",NA,NA,NA,"Lissocreagris nickajackensis","https://services.itis.gov/?q=tsn:747635","Nickajack cave pseudoscorpion","Arachnids","Species","Followed Accepted TSN","Microcreagris nickajackensis"
"Hawaii","Hawaii",NA,NA,NA,"Wilkesia","https://services.itis.gov/?q=tsn:38835","iliau","Plants","Genus","Exact Match","Wilkesia spp."
"Hawaii","Hawaii",NA,NA,NA,"Ditria reptans","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374666","No Common Name","Plants","Species","Exact Match","Ditria reptans"
"Hawaii","Hawaii",NA,NA,NA,"Porites brighami","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/411263","Brighams Coral","Other Invertebrates","Species","Exact Match","Porites brighami"
"Hawaii","Hawaii",NA,NA,NA,"Trochocyathus (Trochocyathus) gardineri","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/286882","No Common Name","Other Invertebrates","Species","Exact Match","Paracyathus gardineri"
"Pennsylvania","",NA,NA,NA,"Oreonetides beattyi","https://services.itis.gov/?q=tsn:863570","Beatty's Sheetweb Cave Spider","Arachnids","Species","Exact Match","Oreonetides beattyi"
"Wisconsin","Wisconsin",NA,NA,NA,"Hydrocolus rubyi","https://services.itis.gov/?q=tsn:815162","A Predaceous Diving Beetle","Insects","Species","Followed Accepted TSN","Hydrocolus rubyae"
"Hawaii","Hawaii",NA,NA,NA,"Pithophora roettleri","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/623257","No Common Name","Plants","Species","Exact Match","Pithophora macrospora"
"Hawaii","Hawaii",NA,NA,NA,"Engyprosopon xenandrus","https://services.itis.gov/?q=tsn:172818","No Common Name","Fish","Species","Exact Match","Engyprosopon xenandrus"
"Florida","",NA,NA,NA,"Behningiidae","https://services.itis.gov/?q=tsn:101522","","Insects","Family","Exact Match","Behningiidae"
"Hawaii","Hawaii",NA,NA,NA,"Palythoa psammophilia","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/759416","Toadstool Zoanthid","Other Invertebrates","Species","Exact Match","Palythoa psammophilia"
"Hawaii","Hawaii",NA,NA,NA,"Antithamnion erucacladellum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374606","No Common Name","Plants","Species","Exact Match","Antithamnion erucacladellum"
"Maine","",NA,NA,NA,"Boreotrophon truncatus","https://services.itis.gov/?q=tsn:73335","bobtail trophon","Mollusks","Species","Exact Match","Boreotrophon truncatus"
"Hawaii","Hawaii",NA,NA,NA,"Dasya kriseniae","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Dasya kriseniae"
"Hawaii","Hawaii",NA,NA,NA,"Callidictyon abyssorum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/372116","No Common Name","Plants","Species","Exact Match","Callidictyon abyssorum"
"Hawaii","Hawaii",NA,NA,NA,"Conferva sandvicensis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/658486","No Common Name","Plants","Species","Exact Match","Conferva sandvicensis"
"Hawaii","Hawaii",NA,NA,NA,"Cosmarium depauperatum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/618378","No Common Name","Plants","Species","Exact Match","Cosmarium depauperatum"
"Hawaii","Hawaii",NA,NA,NA,"Perdita polita","https://services.itis.gov/?q=tsn:716296","Polished Nerite, KÅ«peâ<U+0080><U+0098>e","Insects","Species","Fuzzy Match","Nerita polita"
"Hawaii","Hawaii",NA,NA,NA,"Diprora haenaensis","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Diprora haenaensis"
"Hawaii","Hawaii",NA,NA,NA,"Halymenia chiangiana","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374564","No Common Name","Plants","Species","Exact Match","Halymenia chiangiana"
"Idaho","",NA,NA,NA,"Polyphylla devestiva","https://services.itis.gov/?q=tsn:928254","Lined June Beetle","Insects","Species","Exact Match","Polyphylla devestiva"
"Hawaii","Hawaii",NA,NA,NA,"Euprymna scolopes","https://services.itis.gov/?q=tsn:556020","Hawaiian Bobtail Squid, MÅ«heâ<U+0080><U+0098>e","Mollusks","Species","Exact Match","Euprymna scolopes"
"Hawaii","Hawaii",NA,NA,NA,"Dotyella hawaiiensis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374658","No Common Name","Plants","Species","Exact Match","Dotyella hawaiiensis"
"Hawaii","Hawaii",NA,NA,NA,"Eunotia abbottiae","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Eunotia abbottiae"
"Hawaii","Hawaii",NA,NA,NA,"Euptilocladia magruderi","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374649","No Common Name","Plants","Species","Exact Match","Euptilocladia magruderi"
"Hawaii","Hawaii",NA,NA,NA,"Gracilaria coronopifolia","https://services.itis.gov/?q=tsn:12010","No Common Name","Plants","Species","Exact Match","Gracilaria coronopifolia"
"Hawaii","Hawaii",NA,NA,NA,"Helminthocladia simplex","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374554","No Common Name","Plants","Species","Exact Match","Helminthocladia simplex"
"Hawaii","Hawaii",NA,NA,NA,"Etelis carbunculus","https://services.itis.gov/?q=tsn:168903","ruby snapper","Fish","Species","Exact Match","Etelis carbunculus"
"Tennessee,West Virginia","",NA,NA,NA,"Astilbe biternata","https://services.itis.gov/?q=tsn:24305","Appalachian false goat's beard","Plants","Species","Exact Match","Astilbe crenatiloba, Astilbe biternata"
"Hawaii","Hawaii",NA,NA,NA,"Navicula ohiensis","https://services.itis.gov/?q=tsn:1020726","No Common Name","Other","Species","Fuzzy Match","Navicula oahuensis"
"Hawaii","Hawaii",NA,NA,NA,"Padina melemele","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/376137","No Common Name","Other","Species","Exact Match","Padina melemele"
"Hawaii","Hawaii",NA,NA,NA,"Phaeocolax kajimurai","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374680","No Common Name","Plants","Species","Exact Match","Phaeocolax kajimurai"
"Hawaii","Hawaii",NA,NA,NA,"Grateloupia corymbifera","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/503915","No Common Name","Plants","Species","Exact Match","Prionitis corymbifera"
"Hawaii","Hawaii",NA,NA,NA,"Pterocladiella bulbosa","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374575","No Common Name","Plants","Species","Exact Match","Pterocladiella bulbosa"
"California","California",NA,NA,NA,"Anniella pulchra","https://services.itis.gov/?q=tsn:174095","California Legless Lizard","Reptiles","Species","Exact Match","Anniella pulchra nigra, Anniella pulchra pulchra, Anniella pulchra"
"Hawaii","Hawaii",NA,NA,NA,"Reticulocaulis mucosissimus","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374560","No Common Name","Plants","Species","Exact Match","Reticulocaulis mucosissimus"
"Hawaii","Hawaii",NA,NA,NA,"Staurastrum monticulosum var. duplex","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/675662","No Common Name","Plants","Variety","Exact Match","Staurastrum monticulosum var. duplex"
"Hawaii","Hawaii",NA,NA,NA,"Trentepohlia cucculata var. sandvicensis","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Trentepohlia cucculata var. sandvicensis"
"Hawaii","Hawaii",NA,NA,NA,"Xanthidium octocorne var. majus f. havaiensis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/707056","No Common Name","Plants","Forma","Exact Match","Xanthidium octocorne var. majus f. havaiensis"
"Maine","",NA,NA,NA,"Alces americanus americanus","https://services.itis.gov/?q=tsn:898420","Moose","Mammals","Subspecies","Followed Accepted TSN","Alces alces americanus"
"Florida,West Virginia","West Virginia",NA,NA,NA,"Islandiana","https://services.itis.gov/?q=tsn:848577","Marianna Cave Sheetweb Weaver Spider","Arachnids","Genus","Exact Match","Islandiana sp 1, Islandiana sp. 1, Islandiana sp. 2"
"Vermont","",NA,NA,NA,"Plagiochila austini","https://services.itis.gov/?q=tsn:14610","A Liverwort","Plants","Species","Fuzzy Match","Plagiochila austinii"
"Florida","",NA,NA,NA,"Polycentropodidae","https://services.itis.gov/?q=tsn:117043","","Insects","Family","Exact Match","Polycentropodidae"
"Tennessee","Tennessee",NA,NA,NA,"Neanura","https://services.itis.gov/?q=tsn:100226","Swamp River Cave Neanura","Other Invertebrates","Genus","Exact Match","Neanura sp. 1"
"South Carolina","",NA,NA,NA,"Xyris stricta","https://services.itis.gov/?q=tsn:39116","pineland yelloweyed grass","Plants","Species","Exact Match","Xyris stricta"
"Hawaii","Hawaii",NA,NA,NA,"Herposiphonia dubia","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374670","No Common Name","Plants","Species","Exact Match","Herposiphonia dubia"
"Hawaii","Hawaii",NA,NA,NA,"Stauropathes punctata","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/291112","No Common Name","Other Invertebrates","Species","Exact Match","Antipathes punctata"
"Alaska,Oregon","",NA,NA,NA,"Ophiodon elongatus","https://services.itis.gov/?q=tsn:167116","lingcod","Fish","Species","Followed Accepted TSN","Ophiodon elongatus, OphiodonÂ elongates"
"Hawaii","Hawaii",NA,NA,NA,"Caryophyllia alcocki","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Caryophyllia alcocki"
"Hawaii","Hawaii",NA,NA,NA,"Ceratotrochus laxus","https://services.itis.gov/?q=tsn:572605","No Common Name","Other Invertebrates","Species","Exact Match","Ceratotrochus laxus"
"Hawaii","Hawaii",NA,NA,NA,"Coscinaraea wellsi","https://services.itis.gov/?q=tsn:53099","Wells Coral","Other Invertebrates","Species","Exact Match","Coscinaraea wellsi"
"Florida","",NA,NA,NA,"Stichodactylidae","https://services.itis.gov/?q=tsn:52828","","Other Invertebrates","Family","Exact Match","Stichodactylidae"
"Hawaii","Hawaii",NA,NA,NA,"Sinuorota hexagonalis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/994375","Humpback Coral","Other Invertebrates","Species","Exact Match","Cycloseris hexagonalis"
"Hawaii","Hawaii",NA,NA,NA,"Torquigener randalli","https://services.itis.gov/?q=tsn:646384","Randallâ<U+0080><U+0099>s Puffer","Fish","Species","Exact Match","Torquigener randalli"
"Hawaii","Hawaii",NA,NA,NA,"Haumea juddi","https://services.itis.gov/?q=tsn:79759","Judd's Scallop","Mollusks","Species","Exact Match","Haumea juddi"
"Hawaii","Hawaii",NA,NA,NA,"Acropora gemmifera","https://services.itis.gov/?q=tsn:52875","No Common Name","Other Invertebrates","Species","Exact Match","Acropora gemmifera"
"Hawaii","Hawaii",NA,NA,NA,"Leiopathes glaberrima","https://services.itis.gov/?q=tsn:51974","smooth black coral","Other Invertebrates","Species","Exact Match","Leiopathes glaberrima"
"Hawaii","Hawaii",NA,NA,NA,"Leptastrea bewickensis","https://services.itis.gov/?q=tsn:53341","Bewick Coral","Other Invertebrates","Species","Exact Match","Leptastrea bewickensis"
"Hawaii","Hawaii",NA,NA,NA,"Leptoseris foliosa","https://services.itis.gov/?q=tsn:53046","Foliose Coral","Other Invertebrates","Species","Exact Match","Leptoseris foliosa"
"Hawaii","Hawaii",NA,NA,NA,"Montipora capitata","https://services.itis.gov/?q=tsn:572296","Rice Coral","Other Invertebrates","Species","Exact Match","Montipora capitata"
"Hawaii","Hawaii",NA,NA,NA,"Montipora tuberculosa","https://services.itis.gov/?q=tsn:52950","No Common Name","Other Invertebrates","Species","Exact Match","Montipora tuberculosa"
"Hawaii","Hawaii",NA,NA,NA,"Montipora verrilli","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/207136","No Common Name","Other Invertebrates","Species","Exact Match","Montipora verrilli"
"Hawaii","Hawaii",NA,NA,NA,"Paracyathus tenuicalyz","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Paracyathus tenuicalyz"
"Hawaii","Hawaii",NA,NA,NA,"Pocillopora meandrina","https://services.itis.gov/?q=tsn:53022","Cauliflower Coral","Other Invertebrates","Species","Exact Match","Pocillopora meandrina"
"Hawaii","Hawaii",NA,NA,NA,"Porites evermanni","https://services.itis.gov/?q=tsn:572395","Evermann's Coral","Other Invertebrates","Species","Exact Match","Porites evermanni"
"Hawaii","Hawaii",NA,NA,NA,"Porites lichen","https://services.itis.gov/?q=tsn:53201","Lichen Coral","Other Invertebrates","Species","Exact Match","Porites lichen"
"Hawaii","Hawaii",NA,NA,NA,"Porites studeri","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Deep Lobe Coral","Other","Undetermined","Historic Match","Porites studeri"
"Hawaii","Hawaii",NA,NA,NA,"Istiblennius zebra","https://services.itis.gov/?q=tsn:171230","rockskipper","Fish","Species","Exact Match","Istiblennius zebra"
"Hawaii","Hawaii",NA,NA,NA,"Psammocora stellata","https://services.itis.gov/?q=tsn:52857","Stellar Coral","Other Invertebrates","Species","Exact Match","Psammocora stellata"
"Tennessee,West Virginia","",NA,NA,NA,"Glyphyalinia","https://services.itis.gov/?q=tsn:77144","terrestrial snails","Mollusks","Genus","Exact Match","Glyphyalinia sp 1, Glyphyalinia sp."
"Alaska","",NA,NA,NA,"Amphipoda","https://services.itis.gov/?q=tsn:93294","amphipods","Crustaceans","Order","Exact Match","Amphipoda"
