"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Oklahoma","",NA,NA,NA,"Critically Imperiled","2010-10-29","Trigenotyla blacki",NA,"a cave obligate millipede","Other","Undetermined","Not Matched","Trigenotyla blacki"
"Oklahoma","",NA,NA,NA,"Imperiled","2002-08-21","Arrhopalites jay",NA,"a cave springtail","Other","Undetermined","Not Matched","Arrhopalites jay"
"Texas","",NA,NA,NA,"Unranked","Unknown","Nicagus occultus","https://services.itis.gov/?q=tsn:930030","A stag beetle","Insects","Species","Exact Match","Nicagus occultus"
"Georgia","",NA,NA,NA,"Imperiled","1999-09-14","Elimia mutabilis","https://services.itis.gov/?q=tsn:71783","oak elimia","Mollusks","Species","Exact Match","Elimia mutabilis"
"Virginia","Virginia","Under Review in the Candidate or Petition Process","I0JU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JU","Critically Imperiled","2002-08-21","Pseudanophthalmus limicola","https://services.itis.gov/?q=tsn:932004","Shenandoah cave beetle","Insects","Species","Exact Match","Pseudanophthalmus limicola"
"Texas","",NA,NA,NA,"Critically Imperiled","2009-04-15","Farrodes mexicanus","https://services.itis.gov/?q=tsn:609642","A mayfly","Insects","Species","Exact Match","Farrodes mexicanus "
"Texas","","Species of Concern","I07B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I07B","Secure","2000-12-01","Eximacris superbum","https://services.itis.gov/?q=tsn:658204","Superb grasshopper","Insects","Species","Exact Match","Eximacris (Spharoagemon) superbum"
"Texas","",NA,NA,NA,"Unranked","Unknown","Dichopetala oreoeca","https://services.itis.gov/?q=tsn:658160","A katydid","Insects","Species","Exact Match","Dichopetala oreoeca"
"Texas","",NA,NA,NA,"Imperiled","1996-10-05","Cemophora coccinea lineri","https://services.itis.gov/?q=tsn:209268","Texas Scarlet Snake","Reptiles","Subspecies","Exact Match","Cemophora coccinea lineri"
"Texas","",NA,NA,NA,"Critically Imperiled","1998-09-30","Decinea percosius","https://services.itis.gov/?q=tsn:706679","Double-dotted Skipper","Insects","Species","Exact Match","Decinea percosius"
"Texas","",NA,NA,NA,"Critically Imperiled","2014-03-25","Cryptocephalus downiei","https://services.itis.gov/?q=tsn:721221","A leaf beetle","Insects","Species","Exact Match","Cryptocephalus downiei "
"Texas","",NA,NA,NA,"Unranked","Unknown","Cotalpa conclamara","https://services.itis.gov/?q=tsn:928732","A scarab beetle","Insects","Species","Exact Match","Cotalpa conclamara"
"West Virginia","",NA,NA,NA,"Unranked","Unknown","Vernonia glauca","https://services.itis.gov/?q=tsn:38637","broadleaf ironweed","Plants","Species","Exact Match","Vernonia glauca"
"Alabama,Tennessee","Tennessee",NA,NA,NA,"Apparently Secure","2011-12-19","Villosa taeniata","https://services.itis.gov/?q=tsn:80211","painted creekshell","Mollusks","Species","Exact Match","Villosa taeniata"
"Texas","","Species of Concern","I0F0","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0F0","Critically Imperiled","1997-09-01","Cicindela obsoleta neojuvenilis","https://services.itis.gov/?q=tsn:697856","Rio Grande Grassland Tiger Beetle","Insects","Subspecies","Exact Match","Cicindela obsoleta neojuvenilis"
"Texas","",NA,NA,NA,"Critically Imperiled","2010-11-05","Batrisodes shadeae",NA,"A cave obligate beetle","Other","Undetermined","Not Matched","Batrisodes shadeae"
"Texas","",NA,NA,NA,"Critically Imperiled","2010-11-05","Batrisodes pekinsi",NA,"A cave obligate beetle","Other","Undetermined","Not Matched","Batrisodes pekinsi"
"Texas","",NA,NA,NA,"Critically Imperiled","2010-11-05","Batrisodes dentifrons",NA,"A cave obligate beetle","Other","Undetermined","Not Matched","Batrisodes dentifrons"
"Texas","",NA,NA,NA,"Imperiled","2010-11-05","Batrisodes cryptotexanus",NA,"A cave obligate beetle","Other","Undetermined","Not Matched","Batrisodes cryptotexanus"
"Michigan,North Carolina,West Virginia","",NA,NA,NA,"Secure","2004-10-01","Ventridens suppressus","https://services.itis.gov/?q=tsn:77282","flat dome","Mollusks","Species","Exact Match","Ventridens suppressus"
"Texas","",NA,NA,NA,"Critically Imperiled","2003-12-11","Baetodes alleni","https://services.itis.gov/?q=tsn:568581","A mayfly","Insects","Species","Exact Match","Baetodes alleni "
"Texas","",NA,NA,NA,"Unranked","Unknown","Arethaea phantasma","https://services.itis.gov/?q=tsn:657900","Rio Grande Thread-legged katydid","Insects","Species","Exact Match","Arethaea phantasma"
"Texas","Florida",NA,NA,NA,"Unranked","Unknown","Thunnus albacares","https://services.itis.gov/?q=tsn:172423","yellowfin tuna","Fish","Species","Exact Match","Thunnus albacares"
"West Virginia","Vermont",NA,NA,NA,"Secure","Unknown","Trillium cernuum","https://services.itis.gov/?q=tsn:43065","whip-poor-will flower","Plants","Species","Exact Match","Trillium cernuum"
"Texas","",NA,NA,NA,"Critically Imperiled","2004-07-19","Ctenogobius claytonii","https://services.itis.gov/?q=tsn:637214","Mexican goby","Fish","Species","Exact Match","Ctenogobius claytonii"
"Texas","",NA,NA,NA,"Apparently Secure","2012-03-29","Percina apristis",NA,"Guadalupe darter","Other","Undetermined","Not Matched","Percina apristis"
"Georgia,Louisiana,Tennessee","Georgia",NA,NA,NA,"Vulnerable","Unknown","Spiranthes magnicamporum","https://services.itis.gov/?q=tsn:43468","Great Plains lady's tresses","Plants","Species","Exact Match","Spiranthes magnicamporum"
"Georgia","","Resolved Taxon","Q0LY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0LY","Imperiled","2015-05-22","Delphinium alabamicum","https://services.itis.gov/?q=tsn:18527","Alabama larkspur","Plants","Species","Exact Match","Delphinium alabamicum"
"Texas","",NA,NA,NA,"Imperiled","2008-10-03","Streptocephalus linderi","https://services.itis.gov/?q=tsn:83711","Linder fairy shrimp","Crustaceans","Species","Exact Match","Streptocephalus linderi "
"Texas","",NA,NA,NA,"Imperiled","2000-03-08","Procambarus ceruleus","https://services.itis.gov/?q=tsn:650388","Blueclaw chimney crayfish","Crustaceans","Species","Exact Match","Procambarus ceruleus "
"Texas","",NA,NA,NA,"Critically Imperiled","2002-08-21","Paramexiweckelia ruffoi","https://services.itis.gov/?q=tsn:656853","A cave obligate amphipod","Crustaceans","Species","Exact Match","Paramexiweckelia ruffoi "
"Texas","",NA,NA,NA,"Unranked","Unknown","Paraholsingerius smaragdinus","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/490510","A cave obligate amphipod","Crustaceans","Species","Exact Match","Paraholsingerius smaragdinus "
"Texas","",NA,NA,NA,"Imperiled","2002-08-21","Parabogidiella americana","https://services.itis.gov/?q=tsn:656708","A cave obligate amphipod","Crustaceans","Species","Exact Match","Parabogidiella americana "
"Texas","",NA,NA,NA,"Unranked","Unknown","Nitocrellopsis texana","https://services.itis.gov/?q=tsn:667878","A cave obligate copepod","Crustaceans","Species","Exact Match","Nitocrellopsis texana"
"Texas","",NA,NA,NA,"Unranked","Unknown","Lirceolus nidulus","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/261012","A cave obligate isopod","Crustaceans","Species","Exact Match","Lirceolus nidulus"
"Texas","",NA,NA,NA,"Imperiled","2009-02-02","Fallicambarus kountzeae","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/885267","Big Thicket burrowing crayfish","Crustaceans","Species","Exact Match","Fallicambarus kountzeae "
"Texas","",NA,NA,NA,NA,NA,"Elaphoidella","https://services.itis.gov/?q=tsn:88353","A cave obligate copepod","Crustaceans","Genus","Exact Match","Elaphoidella n. sp."
"Tennessee","",NA,NA,NA,"Apparently Secure","Unknown","Rhynchospora perplexa","https://services.itis.gov/?q=tsn:40193","pineland beaksedge","Plants","Species","Exact Match","Rhynchospora perplexa"
"Texas","",NA,NA,NA,"Unranked","Unknown","Thryomanes bewickii bewickii","https://services.itis.gov/?q=tsn:178563","Bewick's Wren","Birds","Subspecies","Exact Match","Thryomanes bewickii bewickii"
"Texas","",NA,NA,NA,"Vulnerable","2002-04-09","Aratinga holochlora","https://services.itis.gov/?q=tsn:177683","Green Parakeet","Birds","Species","Exact Match","Aratinga holochlora"
"Virginia","Virginia",NA,NA,NA,"Apparently Secure","2004-11-04","Neurocordulia virginiensis","https://services.itis.gov/?q=tsn:101935","Cinnamon Shadowdragon","Insects","Species","Exact Match","Neurocordulia virginiensis"
"Texas","",NA,NA,NA,"Critically Imperiled","2010-08-31","Cicurina elliotti",NA,"A cave obligate spider","Other","Undetermined","Not Matched","Cicurina elliotti"
"Texas","",NA,NA,NA,NA,NA,"Almuerzothyas","https://services.itis.gov/?q=tsn:895839","An aquatic mite","Arachnids","Genus","Exact Match","Almuerzothyas n. sp."
"Texas","",NA,NA,NA,"Vulnerable","1996-11-05","Smilisca baudinii","https://services.itis.gov/?q=tsn:173536","Mexican Treefrog","Amphibians","Species","Exact Match","Smilisca baudinii"
"Texas","",NA,NA,NA,"Secure","2007-08-20","Pseudacris fouquettei","https://services.itis.gov/?q=tsn:774545","Cajun chorus frog","Amphibians","Species","Exact Match","Pseudacris fouquettei "
"Massachusetts,Nebraska,West Virginia","",NA,NA,NA,"Unranked","Unknown","Symphoricarpos albus var. albus","https://services.itis.gov/?q=tsn:530604","common snowberry","Plants","Variety","Exact Match","Symphoricarpos albus var. albus"
"Texas","","Species of Concern","Q01S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q01S","Critically Imperiled","Unknown","Phyllanthopsis arida","https://services.itis.gov/?q=tsn:845560","Trans-Pecos maidenbush","Plants","Species","Followed Accepted TSN","Andrachne arida"
"Kentucky","Kentucky",NA,NA,NA,"Vulnerable","1996-09-05","Sorex dispar blitchi","https://services.itis.gov/?q=tsn:710042","Long-tailed Or Rock Shrew","Mammals","Subspecies","Exact Match","Sorex dispar blitchi"
"Kentucky","Kentucky",NA,NA,NA,"Secure","1996-12-05","Moxostoma poecilurum","https://services.itis.gov/?q=tsn:163932","blacktail redhorse","Fish","Species","Exact Match","Moxostoma poecilurum"
"Kentucky","Kentucky",NA,NA,NA,"Apparently Secure","2011-12-16","Etheostoma kantuckeense","https://services.itis.gov/?q=tsn:650193","Highland Rim darter","Fish","Species","Exact Match","Etheostoma kantuckeense"
"Kentucky","Kentucky",NA,NA,NA,"Apparently Secure","2003-09-23","Etheostoma derivativum","https://services.itis.gov/?q=tsn:913904","Stone Darter","Fish","Species","Exact Match","Etheostoma derivativum"
"Kentucky","Kentucky",NA,NA,NA,"Secure","1996-09-05","Noturus hildebrandi","https://services.itis.gov/?q=tsn:164017","least madtom","Fish","Species","Exact Match","Noturus hildebrandi"
"Kentucky","Kentucky","Endangered","E086","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E086","Critically Imperiled","1996-12-05","Etheostoma chienense","https://services.itis.gov/?q=tsn:201991","relict darter","Fish","Species","Exact Match","Etheostoma chienense"
"Alabama,Mississippi","Alabama,Mississippi","Under Review in the Candidate or Petition Process","K040","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K040","Imperiled","1999-11-03","Fallicambarus danielae","https://services.itis.gov/?q=tsn:97606","speckled burrowing crayfish","Crustaceans","Species","Exact Match","Fallicambarus danielae"
"Kentucky","Kentucky",NA,NA,NA,"Apparently Secure","1996-12-05","Etheostoma rafinesquei","https://services.itis.gov/?q=tsn:168460","Kentucky darter","Fish","Species","Exact Match","Etheostoma rafinesquei"
"Kentucky","Kentucky","Under Review in the Candidate or Petition Process","E0CP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0CP","Imperiled","2009-05-18","Etheostoma tecumsehi","https://services.itis.gov/?q=tsn:650188","Shawnee darter","Fish","Species","Exact Match","Etheostoma tecumsehi"
"Kentucky","",NA,NA,NA,"Apparently Secure","2005-10-04","Orconectes inermis inermis","https://services.itis.gov/?q=tsn:650426","Ghost Crayfish","Crustaceans","Subspecies","Exact Match","Orconectes inermis inermis"
"North Carolina,Tennessee","Tennessee",NA,NA,NA,"Vulnerable","2002-10-08","Inflectarius downieanus","https://services.itis.gov/?q=tsn:567717","dwarf globelet","Mollusks","Species","Exact Match","Inflectarius downieanus"
"Louisiana","Nebraska",NA,NA,NA,"Vulnerable","Unknown","Phemeranthus rugospermus","https://services.itis.gov/?q=tsn:847601","prairie fameflower","Plants","Species","Exact Match","Phemeranthus rugospermus"
"Florida","Florida",NA,NA,NA,"Unranked","Unknown","Syngnathus pelagicus","https://services.itis.gov/?q=tsn:166454","sargassum pipefish","Fish","Species","Exact Match","Syngnathus pelagicus"
"West Virginia","","Resolved Taxon","Q0Z3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0Z3","Vulnerable","Unknown","Heuchera americana var. hispida","https://services.itis.gov/?q=tsn:528402","American alumroot","Plants","Variety","Exact Match","Heuchera americana var. hispida"
"Mississippi","Mississippi",NA,NA,NA,"Apparently Secure","1996-12-05","Etheostoma meridianum","https://services.itis.gov/?q=tsn:650163","southern sand darter","Fish","Species","Followed Accepted TSN","Ammocrypta meridiana"
"New Jersey,Pennsylvania,West Virginia,Wisconsin","",NA,NA,NA,"Vulnerable","1999-09-21","Acronicta dolli","https://services.itis.gov/?q=tsn:937602","Doll's Dagger Moth","Insects","Species","Exact Match","Acronicta dolli"
"Florida","Florida,Puerto Rico",NA,NA,NA,"Unranked","Unknown","Diadema antillarum","https://services.itis.gov/?q=tsn:157877","long-spined sea urchin","Other Invertebrates","Species","Exact Match","Diadema antillarum"
"Tennessee","",NA,NA,NA,NA,NA,"Itocyclops","https://services.itis.gov/?q=tsn:666850","cave copepods","Crustaceans","Genus","Exact Match","Itocyclops undescribed sp."
"Texas","",NA,NA,NA,NA,NA,"Allopentarthrum n. sp. TAC 1 ",NA,"A weevil","Other","Undetermined","Not Matched","Allopentarthrum n. sp. TAC 1 "
"Texas","",NA,NA,NA,"Unranked","Unknown","Lirceolus cocytus","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/261010","A cave obligate isopod","Crustaceans","Species","Exact Match","Lirceolus cocytus"
"Tennessee","",NA,NA,NA,NA,NA,"Desoria truncata",NA,"Truncate springtail","Other","Undetermined","Not Matched","Desoria truncata"
"Florida","Florida,Puerto Rico",NA,NA,NA,"Apparently Secure","2011-10-12","Agonostomus monticola","https://services.itis.gov/?q=tsn:170355","mountain mullet","Fish","Species","Exact Match","Agonostomus monticola"
"Maryland,Virginia,West Virginia","Virginia",NA,NA,NA,"Vulnerable","2002-10-08","Paravitrea pontis","https://services.itis.gov/?q=tsn:77225","Natural Bridge supercoil","Mollusks","Species","Exact Match","Paravitrea pontis"
"Massachusetts,West Virginia","",NA,NA,NA,"Apparently Secure","Unknown","Carex mesochorea","https://services.itis.gov/?q=tsn:39694","midland sedge","Plants","Species","Exact Match","Carex mesochorea"
"Texas","","Resolved Taxon","Q169","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q169","Vulnerable","Unknown","Lycium puberulum var. berberioides","https://services.itis.gov/?q=tsn:529039","downy desert-thorn","Plants","Variety","Exact Match","Lycium puberulum var. berberioides"
"Arizona,Texas","California,Texas","Species of Concern","B0ED","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0ED","Secure","1997-03-19","Parabuteo unicinctus","https://services.itis.gov/?q=tsn:175397","Harris' Hawk","Birds","Species","Exact Match","Parabuteo unicinctus"
"Florida","Florida,West Virginia",NA,NA,NA,"Apparently Secure","1988-10-10","Dromogomphus armatus","https://services.itis.gov/?q=tsn:101731","Southeastern Spinyleg","Insects","Species","Exact Match","Dromogomphus armatus"
"Virginia","Virginia",NA,NA,NA,"Critically Imperiled","2002-08-21","Apochthonius holsingeri","https://services.itis.gov/?q=tsn:198424","Cave pseudoscorpion","Arachnids","Species","Exact Match","Apochthonius holsingeri"
"Texas","",NA,NA,NA,"Unranked","Unknown","Tayshaneta bullis",NA,"A cave obligate spider","Other","Undetermined","Not Matched","Tayshaneta bullis"
"West Virginia","",NA,NA,NA,"Secure","Unknown","Rhododendron viscosum","https://services.itis.gov/?q=tsn:23731","clammy azalea","Plants","Species","Exact Match","Rhododendron viscosum"
"Georgia,South Carolina","Georgia",NA,NA,NA,"Imperiled","2009-03-10","Rhynchospora pleiantha","https://services.itis.gov/?q=tsn:504789","coastal beaksedge","Plants","Species","Exact Match","Rhynchospora pleiantha"
"Maryland,Virginia","Maryland,New Jersey,Virginia",NA,NA,NA,"Unranked","Unknown","Meropleon titan","https://services.itis.gov/?q=tsn:939503","A noctuid moth","Insects","Species","Exact Match","Meropleon titan"
"Tennessee","",NA,NA,NA,"Vulnerable","1999-07-26","Pseudanophthalmus cerberus cerberus","https://services.itis.gov/?q=tsn:933140","(a cave obligate beetle)","Insects","Subspecies","Exact Match","Pseudanophthalmus cerberus cerberus"
"North Carolina","",NA,NA,NA,"Apparently Secure","2002-10-08","Succinea campestris","https://services.itis.gov/?q=tsn:76936","crinkled ambersnail","Mollusks","Species","Exact Match","Succinea campestris"
"Arizona,Colorado,Kansas,Minnesota,Montana,Nebraska,New Mexico,North Dakota,Oklahoma,South Dakota,Wyoming","Colorado,Kansas,Minnesota,Montana,Nebraska,North Dakota,Oklahoma,South Dakota,Wyoming",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Calcarius ornatus","https://services.itis.gov/?q=tsn:179530","Chestnut-collared Longspur","Birds","Species","Exact Match","Calcarius ornatus"
"Tennessee","",NA,NA,NA,"Secure","Unknown","Rhynchospora chalarocephala","https://services.itis.gov/?q=tsn:40159","loosehead beaksedge","Plants","Species","Exact Match","Rhynchospora chalarocephala"
"Georgia,Tennessee","Georgia,Tennessee","Species of Concern","E08M","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08M","Vulnerable","2000-01-03","Hemitremia flammea","https://services.itis.gov/?q=tsn:163563","flame chub","Fish","Species","Exact Match","Hemitremia flammea"
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Onomeris underwoodi","https://services.itis.gov/?q=tsn:569565","A millipede","Other Invertebrates","Species","Exact Match","Onomeris underwoodi"
"Florida","",NA,NA,NA,"Secure","1997-09-01","Cicindela sexguttata","https://services.itis.gov/?q=tsn:109232","Six-spotted Tiger Beetle","Insects","Species","Exact Match","Cicindela sexguttata"
"Delaware,South Carolina,Texas","Florida,South Carolina,Texas",NA,NA,NA,NA,NA,"Carcharhinus limbatus","https://services.itis.gov/?q=tsn:160318","blacktip shark","Fish","Species","Exact Match","Carcharhinus limbatus"
"Tennessee","",NA,NA,NA,"Secure","Unknown","Symphyotrichum oolentangiense","https://services.itis.gov/?q=tsn:522230","skyblue aster","Plants","Species","Exact Match","Symphyotrichum oolentangiense"
"Florida,North Carolina,South Carolina,Virginia","Florida,North Carolina,South Carolina,Virginia",NA,NA,NA,"Apparently Secure","1996-12-05","Ameiurus brunneus","https://services.itis.gov/?q=tsn:164035","snail bullhead","Fish","Species","Exact Match","Ameiurus brunneus"
"Tennessee","Tennessee","Under Review in the Candidate or Petition Process","G09A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G09A","Imperiled","2006-11-28","Elimia acuta","https://services.itis.gov/?q=tsn:71655","acute elimia","Mollusks","Species","Exact Match","Elimia acuta"
"Missouri,Nebraska","Nebraska",NA,NA,NA,"Unranked","Unknown","Utricularia minor","https://services.itis.gov/?q=tsn:34457","lesser bladderwort","Plants","Species","Exact Match","Utricularia minor"
"Florida","",NA,NA,NA,NA,NA,"Hydroptilidae","https://services.itis.gov/?q=tsn:115629","micro-caddisflies","Insects","Family","Exact Match","Hydroptilidae"
"Texas","","Species of Concern","Q0LO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0LO","Possibly Extirpated","Unknown","Dalea sabinalis","https://services.itis.gov/?q=tsn:26644","Sabinal prairie-clover","Plants","Species","Exact Match","Dalea sabinalis"
"Alabama","",NA,NA,NA,"Secure","1996-02-19","Orconectes durelli","https://services.itis.gov/?q=tsn:650382","saddle crayfish","Crustaceans","Species","Exact Match","Orconectes durelli"
"Kansas,Mississippi","Kansas,Michigan,Mississippi",NA,NA,NA,"Secure","1996-12-05","Moxostoma erythrurum","https://services.itis.gov/?q=tsn:163939","golden redhorse","Fish","Species","Exact Match","Moxostoma erythrurum"
"Tennessee,Virginia","Tennessee,Virginia",NA,NA,NA,"Vulnerable","2004-12-08","Mesomphix subplanus","https://services.itis.gov/?q=tsn:77187","flat button","Mollusks","Species","Exact Match","Mesomphix subplanus"
"South Carolina","","Species of Concern","Q39W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q39W","Apparently Secure","Unknown","Tofieldia glabra","https://services.itis.gov/?q=tsn:43050","smooth bog-asphodel","Plants","Species","Exact Match","Tofieldia glabra"
"Mississippi","Mississippi",NA,NA,NA,"Secure","1996-12-05","Leptolucania ommata","https://services.itis.gov/?q=tsn:165696","pygmy killifish","Fish","Species","Exact Match","Leptolucania ommata"
"Texas","",NA,NA,NA,"Imperiled","2002-10-08","Praticolella trimatris","https://services.itis.gov/?q=tsn:77571","Hidalgo scrubsnail","Mollusks","Species","Exact Match","Praticolella trimatris"
"Texas","",NA,NA,NA,"Unranked","Unknown","Neocylloepus boeseli","https://services.itis.gov/?q=tsn:114254","Texas minute moss beetle","Insects","Species","Exact Match","Neocylloepus boeseli"
"Georgia","",NA,NA,NA,"Secure","Unknown","Carya laciniosa","https://services.itis.gov/?q=tsn:19235","shellbark hickory","Plants","Species","Exact Match","Carya laciniosa"
"Tennessee,West Virginia","",NA,NA,NA,"Unranked","Unknown","Spiranthes lucida","https://services.itis.gov/?q=tsn:43467","shining lady's tresses","Plants","Species","Exact Match","Spiranthes lucida"
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Gnaphosa fontinalis","https://services.itis.gov/?q=tsn:185680","A gnaphosid spider","Arachnids","Species","Exact Match","Gnaphosa fontinalis"
"Georgia,Tennessee","Georgia,Tennessee",NA,NA,NA,"Imperiled","2003-05-28","Elimia striatula","https://services.itis.gov/?q=tsn:71870","file elimia","Mollusks","Species","Exact Match","Elimia striatula"
"North Carolina,Tennessee,Virginia","Tennessee,Virginia",NA,NA,NA,"Vulnerable","2002-10-08","Stenotrema pilula","https://services.itis.gov/?q=tsn:77592","pygmy slitmouth","Mollusks","Species","Exact Match","Stenotrema pilula"
"Kansas,North Carolina,South Carolina","Kansas,North Carolina,South Carolina,Vermont,Wyoming",NA,NA,NA,"Secure","1996-12-05","Carpiodes cyprinus","https://services.itis.gov/?q=tsn:163917","quillback","Fish","Species","Exact Match","Carpiodes cyprinus"
"Louisiana","",NA,NA,NA,"Apparently Secure","Unknown","Stipulicida setacea","https://services.itis.gov/?q=tsn:20368","pineland scalypink","Plants","Species","Exact Match","Stipulicida setacea"
"Delaware,Florida,Kentucky,Maine,Maryland,Minnesota,New Jersey,New York,North Dakota,Pennsylvania,Rhode Island,South Carolina","Alaska,Connecticut,Delaware,Kentucky,Maryland,Minnesota,Montana,New Jersey,New York,North Dakota,South Carolina,Texas,Virginia,Wisconsin",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Podiceps auritus","https://services.itis.gov/?q=tsn:174482","Horned Grebe","Birds","Species","Exact Match","Podiceps auritus"
"Missouri","",NA,NA,NA,"Secure","2001-10-31","Plethodon albagula","https://services.itis.gov/?q=tsn:208278","Western Slimy Salamander","Amphibians","Species","Exact Match","Plethodon albagula"
"Virginia","Virginia",NA,NA,NA,"Vulnerable","2005-03-08","Wormaldia thyria","https://services.itis.gov/?q=tsn:115267","A philopotamid caddisfly","Insects","Species","Exact Match","Wormaldia thyria"
"Florida","",NA,NA,NA,"Critically Imperiled","2009-08-01","Neotrichia rasmusseni",NA,"Rasmussen's Neotrichia Caddisfly","Other","Undetermined","Not Matched","Neotrichia rasmusseni"
"Tennessee","",NA,NA,NA,"Unranked","Unknown","Polytaenia nuttallii","https://services.itis.gov/?q=tsn:29833","Nuttall's prairie parsley","Plants","Species","Exact Match","Polytaenia nuttallii"
"Tennessee","",NA,NA,NA,"Unranked","Unknown","Lophocolea muricata","https://services.itis.gov/?q=tsn:14557","(a liverwort)","Plants","Species","Exact Match","Lophocolea muricata"
"District of Columbia,New Jersey,South Carolina","District of Columbia",NA,NA,NA,"Secure","1996-10-05","Chrysemys picta picta","https://services.itis.gov/?q=tsn:173784","Eastern Painted Turtle","Reptiles","Subspecies","Exact Match","Chrysemys picta picta"
"Alabama","",NA,NA,NA,"Secure","1996-02-19","Procambarus clemmeri","https://services.itis.gov/?q=tsn:97581","Cockscomb Crayfish","Crustaceans","Species","Exact Match","Procambarus clemmeri"
"North Carolina,Tennessee","Tennessee",NA,NA,NA,"Apparently Secure","2003-07-11","Helicodiscus fimbriatus","https://services.itis.gov/?q=tsn:77361","fringed coil","Mollusks","Species","Exact Match","Helicodiscus fimbriatus"
"Texas","",NA,NA,NA,"Unranked","Unknown","Pogonomyrmex bigbendensis","https://services.itis.gov/?q=tsn:581422","Big Bend harvester ant","Insects","Species","Exact Match","Pogonomyrmex bigbendensis"
"Florida","",NA,NA,NA,NA,NA,"Lampyridae","https://services.itis.gov/?q=tsn:113835","fireflies","Insects","Family","Exact Match","Lampyridae"
"New Mexico,Texas","New Mexico",NA,NA,NA,"Critically Imperiled","2002-10-08","Radiocentrum ferrissi","https://services.itis.gov/?q=tsn:77705","fringed mountainsnail","Mollusks","Species","Exact Match","Radiocentrum ferrissi"
"Tennessee","Tennessee","Species of Concern","I0K1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0K1","Critically Imperiled","2002-08-21","Pseudanophthalmus pallidus","https://services.itis.gov/?q=tsn:932014","pale cave beetle","Insects","Species","Exact Match","Pseudanophthalmus pallidus"
"Texas","Texas","Resolved Taxon","J022","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J022","Critically Imperiled","2002-08-21","Cicurina pablo","https://services.itis.gov/?q=tsn:876212","no common name","Arachnids","Species","Exact Match","Cicurina pablo, Cicurina pablo (Gertsch)"
"Texas","Texas","Resolved Taxon","J03L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J03L","Critically Imperiled","2002-08-21","Cicurina browni","https://services.itis.gov/?q=tsn:876153","no common name","Arachnids","Species","Fuzzy Match","Cicurina browni, Cicurina bowni (Gertsch)"
"Tennessee","Tennessee","Species of Concern","G02J","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G02J","Critically Imperiled","2004-10-19","Somatogyrus parvulus","https://services.itis.gov/?q=tsn:70569","sparrow pebblesnail","Mollusks","Species","Exact Match","Somatogyrus parvulus"
"Alabama","Alabama","Under Review in the Candidate or Petition Process","G08G","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G08G","Critically Imperiled","2000-05-30","Leptoxis picta","https://services.itis.gov/?q=tsn:71618","spotted rocksnail","Mollusks","Species","Exact Match","Leptoxis picta"
"Louisiana,Missouri,Texas","Missouri","Threatened","Q1WK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1WK","Imperiled","Unknown","Geocarpon minimum","https://services.itis.gov/?q=tsn:195411","tinytim","Plants","Species","Exact Match","Geocarpon minimum"
"Florida","",NA,NA,NA,NA,NA,"Membracidae","https://services.itis.gov/?q=tsn:109170","treehoppers","Insects","Family","Exact Match","Membracidae"
"West Virginia","",NA,NA,NA,"Secure","Unknown","Solidago patula ssp. patula","https://services.itis.gov/?q=tsn:780803","roundleaf goldenrod","Plants","Subspecies","Followed Accepted TSN","Solidago patula var. patula"
"Missouri","Missouri",NA,NA,NA,"Apparently Secure","Unknown","Oenothera triloba","https://services.itis.gov/?q=tsn:27420","stemless evening primrose","Plants","Species","Exact Match","Oenothera triloba"
