"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Alabama,Connecticut,Delaware,Florida,Georgia,Louisiana,Maine,Maryland,Massachusetts,Mississippi,New Jersey,North Carolina,Rhode Island,South Carolina,Texas,Virginia","Alabama,Connecticut,Delaware,Florida,Georgia,Louisiana,Maine,Maryland,Massachusetts,Mississippi,New Jersey,New York,North Carolina,Puerto Rico,Rhode Island,South Carolina,Texas,Virgin Islands,Virginia","Species of Concern","B0G8","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0G8","Secure (breeding), Secure (non-breeding)","1997-01-05","Haematopus palliatus","https://services.itis.gov/?q=tsn:176472","American Oystercatcher","Birds","Species","Fuzzy Match","Haematopus palliatus, Haematopus palliates"
"West Virginia","West Virginia",NA,NA,NA,NA,NA,"Pseudotriton diastictus","https://services.itis.gov/?q=tsn:775914","Midland Mud Salamander","Amphibians","Species","Followed Accepted TSN","Pseudotriton montanus diastictus"
"Alabama,Delaware,Illinois,Louisiana,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,South Carolina,Texas,Virginia","Alabama,Delaware,Florida,Illinois,Iowa,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,Texas,Virginia",NA,NA,NA,"Apparently Secure","2000-02-18","Notropis chalybaeus","https://services.itis.gov/?q=tsn:163403","ironcolor shiner","Fish","Species","Exact Match","Notropis chaleybaeus, Notropis chalybaeus"
"Tennessee","Tennessee",NA,NA,NA,NA,NA,"Hypogastrura","https://services.itis.gov/?q=tsn:99918","(a viatica group springtail)","Other Invertebrates","Genus","Exact Match","Hypogastrura undescribed sp., Hypogastrura sp. Denticulata group, Hypogastrura sp. 1"
"Florida","West Virginia",NA,NA,NA,"Secure","1996-12-05","Nocomis leptocephalus","https://services.itis.gov/?q=tsn:163393","bluehead chub","Fish","Species","Exact Match","Nocomis leptocephalus"
"Alabama,California,Florida,Georgia,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maine,Michigan,Minnesota,Mississippi,Missouri,New York,North Carolina,North Dakota,Oklahoma,South Carolina,Wisconsin","Alabama,California,Delaware,Illinois,Iowa,Kentucky,Louisiana,Maine,Michigan,Minnesota,Mississippi,Missouri,Montana,New York,North Carolina,North Dakota,Oklahoma,Oregon,South Carolina,Texas,Virginia,Wisconsin","Species of Concern","B0JG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0JG","Vulnerable (breeding), Apparently Secure (non-breeding)","1997-01-05","Coturnicops noveboracensis","https://services.itis.gov/?q=tsn:176259","Yellow Rail","Birds","Species","Exact Match","Coturnicops noveborancensis, Coturnicops noveboracensis"
"Colorado,Michigan,Minnesota,Missouri,South Dakota,West Virginia,Wisconsin","Michigan,Ohio,West Virginia",NA,NA,NA,"Secure","1996-11-05","Acris blanchardi","https://services.itis.gov/?q=tsn:774220","Blanchard's cricket frog","Amphibians","Species","Followed Accepted TSN","Acris blanchardi, Acris crepitans blanchardi"
"Connecticut,Delaware,District of Columbia,Florida,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Minnesota,Mississippi,Missouri,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,West Virginia,Wisconsin","Arkansas,Connecticut,Delaware,Florida,Illinois,Iowa,Kansas,Kentucky,Maryland,Michigan,Minnesota,Mississippi,Montana,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Tennessee,Texas,West Virginia,Wisconsin",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Melanerpes erythrocephalus","https://services.itis.gov/?q=tsn:178186","Red-headed Woodpecker","Birds","Species","Exact Match","Melanerpes erythrocephalus"
"Florida","",NA,NA,NA,"Possibly Extirpated","1997-09-01","Cicindela scabrosa floridana",NA,"Miami Tiger Beetle","Other","Undetermined","Not Matched","Cicindela scabrosa floridana"
"Nebraska,West Virginia","Missouri,Nebraska",NA,NA,NA,"Unranked","Unknown","Carex vesicaria","https://services.itis.gov/?q=tsn:39467","blister sedge","Plants","Species","Exact Match","Carex vesicaria var. monile, Carex vesicaria"
"Virginia","Virginia",NA,NA,NA,"Apparently Secure","1998-06-18","Alloperla nanina","https://services.itis.gov/?q=tsn:103208","Swannanoa sallfly","Insects","Species","Exact Match","Alloperla nanina"
"Mississippi","Mississippi","Under Review in the Candidate or Petition Process","K02W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02W","Imperiled","1996-02-19","Procambarus barbiger","https://services.itis.gov/?q=tsn:97578","Jackson prairie crayfish","Crustaceans","Species","Exact Match","Procambarus barbiger"
"Florida","",NA,NA,NA,NA,NA,"Noctuidae","https://services.itis.gov/?q=tsn:117318","cutworms","Insects","Family","Exact Match","Noctuidae"
"Virginia","Virginia","Under Review in the Candidate or Petition Process","I0JH","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JH","Critically Imperiled","2002-08-21","Pseudanophthalmus hirsutus","https://services.itis.gov/?q=tsn:110119","Cudjo's Cave beetle","Insects","Species","Exact Match","Pseudanophthalmus hirsutus"
"West Virginia","",NA,NA,NA,"Apparently Secure","2002-10-08","Zonitoides elliotti","https://services.itis.gov/?q=tsn:77292","green dome","Mollusks","Species","Exact Match","Zonitoides elliotti"
"Florida","Florida","Under Review in the Candidate or Petition Process","K066","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K066","Critically Imperiled","1996-02-19","Cambarellus blacki","https://services.itis.gov/?q=tsn:97619","cypress crayfish","Crustaceans","Species","Exact Match","Cambarellus blacki"
"Louisiana","",NA,NA,NA,"Secure","Unknown","Acmispon americanus var. americanus","https://services.itis.gov/?q=tsn:820914","American bird's-foot trefoil","Plants","Variety","Followed Accepted TSN","Lotus unifoliolatus"
"Texas","","Species of Concern","Q35N","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q35N","Imperiled","Unknown","Psilactis heterocarpa","https://services.itis.gov/?q=tsn:507663","San Patricio tansyaster","Plants","Species","Exact Match","Psilactis heterocarpa"
"Tennessee","Missouri",NA,NA,NA,"Unranked","Unknown","Ophioglossum crotalophoroides","https://services.itis.gov/?q=tsn:17196","bulbous adder's-tongue","Plants","Species","Exact Match","Ophioglossum crotalophoroides"
"Tennessee","Alabama,Tennessee","Endangered","F02D","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02D","Possibly Extirpated","1998-06-09","Epioblasma othcaloogensis","https://services.itis.gov/?q=tsn:80328","southern acornshell","Mollusks","Species","Exact Match","Epioblasma othcaloogensis"
"West Virginia","West Virginia","Species of Concern","K01G","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K01G","Imperiled","2002-08-21","Stygobromus spinatus","https://services.itis.gov/?q=tsn:93921","Southern West Virginia cave amphipod","Crustaceans","Species","Exact Match","Stygobromus spinatus"
"Texas","Texas","Species of Concern","E02D","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E02D","Vulnerable","1996-12-05","Micropterus treculii","https://services.itis.gov/?q=tsn:168162","Guadalupe bass","Fish","Species","Followed Accepted TSN","Micropterus treculii, Micropterus treculi"
"Georgia","",NA,NA,NA,NA,NA,"Aptenopedes  apalachee",NA,"Apalachee linear-winged grasshopper","Other","Undetermined","Not Matched","Aptenopedes  apalachee"
"North Carolina,Tennessee","Tennessee",NA,NA,NA,"Critically Imperiled","2002-10-08","Glyphyalinia ocoae","https://services.itis.gov/?q=tsn:77155","blue-gray glyph","Mollusks","Species","Exact Match","Glyphyalinia ocoae"
"Alabama,Arkansas,Illinois,Indiana,Iowa,Kansas,Mississippi,Oklahoma,Tennessee,Texas","Illinois,Indiana,Iowa,Kansas,Mississippi,Oklahoma,Tennessee,Texas",NA,NA,NA,"Apparently Secure","1996-11-05","Lithobates areolatus","https://services.itis.gov/?q=tsn:775078","Crawfish Frog","Amphibians","Species","Manual Match","Lithobates areolatus, Lithobates areolata, Lithobates (Rana) areolata, Rana areolata"
"Arkansas","Arkansas",NA,NA,NA,"Secure","1997-09-01","Cicindela obsoleta","https://services.itis.gov/?q=tsn:697714","Large Grassland Tiger Beetle","Insects","Species","Exact Match","Cicindela obsoleta"
"Delaware,Pennsylvania,West Virginia","Delaware",NA,NA,NA,"Secure","2002-10-08","Pupoides albilabris","https://services.itis.gov/?q=tsn:76808","white-lip dagger","Mollusks","Species","Exact Match","Pupoides albilabris"
"Tennessee","Tennessee",NA,NA,NA,"Vulnerable","2002-10-08","Succinea greerii","https://services.itis.gov/?q=tsn:568332","dryland ambersnail","Mollusks","Species","Exact Match","Succinea greerii"
"Tennessee","Illinois,Indiana,Tennessee",NA,NA,NA,"Apparently Secure","2005-09-08","Xolotrema obstrictum","https://services.itis.gov/?q=tsn:568476","sharp wedge","Mollusks","Species","Exact Match","Xolotrema obstrictum"
"Arkansas,Connecticut,Delaware,Illinois,Iowa,Kentucky,Maine,Maryland,Massachusetts,Missouri,New Hampshire,New Jersey,North Carolina,Ohio,Rhode Island,Vermont,Virginia,West Virginia","Arkansas,Connecticut,Delaware,Illinois,Iowa,Kentucky,Maryland,Massachusetts,Minnesota,Missouri,New Hampshire,New Jersey,North Carolina,Ohio,Rhode Island,Vermont,Virginia,West Virginia",NA,NA,NA,"Apparently Secure","1996-09-05","Lethenteron appendix","https://services.itis.gov/?q=tsn:914061","American brook lamprey",NA,"Species","Exact Match","Lampetra appendix, Lethenteron appendix, Lethenteron appendix "
"Alabama,Illinois,Indiana,Kentucky,Ohio,Pennsylvania,Tennessee,Virginia,West Virginia","Alabama,Illinois,Indiana,Kentucky,Ohio,Tennessee,Virginia,West Virginia","Endangered","F02H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02H","Critically Imperiled","1998-01-30","Cyprogenia stegaria","https://services.itis.gov/?q=tsn:80277","fanshell","Mollusks","Species","Exact Match","Cyprogenia stegaria, Cyprogenia stegaria "
"South Carolina","",NA,NA,NA,"Unranked","Unknown","Warea cuneifolia","https://services.itis.gov/?q=tsn:23437","Carolina pinelandcress","Plants","Species","Exact Match","Warea cuneifolia"
"Louisiana","",NA,NA,NA,"Vulnerable","Unknown","Selaginella ludoviciana","https://services.itis.gov/?q=tsn:17085","gulf spikemoss","Plants","Species","Exact Match","Selaginella ludoviciana"
"Connecticut,Maryland,New Jersey,Virginia","Connecticut,New Jersey,New York,Virginia","Resolved Taxon","I0B3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0B3","Unranked","Unknown","Lithophane lemmeri","https://services.itis.gov/?q=tsn:939380","Lemmer's Pinion Moth","Insects","Species","Exact Match","Lithophane lemmeri , Lithophane lemmeri"
"West Virginia","",NA,NA,NA,"Apparently Secure","Unknown","Anthoxanthum hirtum ssp. arcticum","https://services.itis.gov/?q=tsn:566162","Holy Grass, Sweetgrass","Plants","Subspecies","Followed Accepted TSN","Hierochloe hirta ssp. arctica"
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Cleidogona lachesis","https://services.itis.gov/?q=tsn:570371","A millipede","Other Invertebrates","Species","Exact Match","Cleidogona lachesis"
"Texas","","Resolved Taxon","Q374","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q374","Critically Imperiled","Unknown","Perityle huecoensis","https://services.itis.gov/?q=tsn:504248","Hueco rockdaisy","Plants","Species","Exact Match","Perityle huecoensis"
"Florida","Florida",NA,NA,NA,"Vulnerable","2005-08-20","Orthotrichia curta","https://services.itis.gov/?q=tsn:607289","Short Orthotrichian Microcaddisfly","Insects","Species","Exact Match","Orthotrichia curta"
"Missouri","Missouri",NA,NA,NA,"Unranked","Unknown","Sapindus saponaria var. drummondii","https://services.itis.gov/?q=tsn:530240","western soapberry","Plants","Variety","Followed Accepted TSN","Sapindus saponaria var. drummondii, Sapindus drummondii"
"Maryland,Texas","Texas",NA,NA,NA,"Imperiled","1997-02-19","Mesoplodon europaeus","https://services.itis.gov/?q=tsn:180509","Gervais' Beaked Whale","Mammals","Species","Exact Match","Mesoplodon europaeus"
"South Carolina,Tennessee","Tennessee",NA,NA,NA,"Imperiled","1999-09-20","Oconoperla innubila","https://services.itis.gov/?q=tsn:103179","Hairy Springfly","Insects","Species","Exact Match","Oconoperla innubila"
"Hawaii,Texas","Florida,Hawaii,Texas",NA,NA,NA,NA,NA,"Seriola dumerili","https://services.itis.gov/?q=tsn:168689","greater amberjack","Fish","Species","Exact Match","Seriola dumerili"
"Texas","",NA,NA,NA,"Critically Imperiled","Unknown","Euphorbia astyla","https://services.itis.gov/?q=tsn:28044","alkali sandmat","Plants","Species","Followed Accepted TSN","Chamaesyce astyla"
"Tennessee","","Resolved Taxon","Q07K","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q07K","Vulnerable","Unknown","Astragalus tennesseensis","https://services.itis.gov/?q=tsn:25698","Tennessee milkvetch","Plants","Species","Exact Match","Astragalus tennesseensis"
"Texas","",NA,NA,NA,"Imperiled","2002-08-21","Mexiweckelia hardeni","https://services.itis.gov/?q=tsn:656852","A cave obligate amphipod","Crustaceans","Species","Exact Match","Mexiweckelia hardeni "
"Texas","Texas",NA,NA,NA,NA,NA,"Amphinaias aurea","https://services.itis.gov/?q=tsn:983630","golden orb","Mollusks","Species","Followed Accepted TSN","Quadrula aurea, Quadrula aurea "
"Delaware,New Jersey,Virginia","Delaware,Virginia",NA,NA,NA,"Vulnerable","2005-08-23","Gomphus apomyius","https://services.itis.gov/?q=tsn:101670","Banner Clubtail","Insects","Species","Exact Match","Gomphus apomyius"
"Florida","",NA,NA,NA,NA,NA,"Pomatiidae","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/224634","","Mollusks","Family","Exact Match","Pomatiidae"
"West Virginia","",NA,NA,NA,NA,NA,"Salix lucida","https://services.itis.gov/?q=tsn:22554","shining willow","Plants","Species","Followed Accepted TSN","Salix lucida ssp. lucida"
"Tennessee","",NA,NA,NA,"Imperiled","Unknown","Plagiochila exigua",NA,"(a liverwort)","Other","Undetermined","Not Matched","Plagiochila exigua"
"Arkansas","Arkansas",NA,NA,NA,"Imperiled","2002-08-21","Dendrocoelopsis americana","https://services.itis.gov/?q=tsn:54480","Cave Obligate Planarian","Other Invertebrates","Species","Exact Match","Dendrocoelopsis americana"
"Texas","Texas","Resolved Taxon","J01T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J01T","Critically Imperiled","2002-08-21","Cicurina ezelli","https://services.itis.gov/?q=tsn:876171","no common name","Arachnids","Species","Exact Match","Cicurina ezelli, Cicurina ezelli (Gertsch)"
"Louisiana,Tennessee","Virgin Islands",NA,NA,NA,"Unranked","Unknown","Ponthieva racemosa","https://services.itis.gov/?q=tsn:43689","hairy shadow witch","Plants","Species","Exact Match","Ponthieva racemosa"
"Florida","Florida",NA,NA,NA,"Unranked","Unknown","Siderastrea siderea","https://services.itis.gov/?q=tsn:53090","Massive Starlet Coral","Other Invertebrates","Species","Exact Match","Siderastrea siderea"
"Delaware,Maryland,Mississippi,Ohio,Tennessee","Maryland,Mississippi,New Jersey,Ohio,Tennessee,Virginia",NA,NA,NA,"Secure","1996-11-05","Pseudotriton montanus","https://services.itis.gov/?q=tsn:173682","Mud Salamander","Amphibians","Species","Exact Match","Pseudotriton montanus, Pseudotriton montanus "
"North Carolina,South Carolina,Virginia","Virginia",NA,NA,NA,"Vulnerable","2003-12-11","Barbaetis benfieldi","https://services.itis.gov/?q=tsn:609542","""A Mayfly""","Insects","Species","Exact Match","Barbaetis benfieldi"
"Massachusetts,Tennessee","",NA,NA,NA,"Secure","Unknown","Magnolia virginiana","https://services.itis.gov/?q=tsn:18070","laurier doux","Plants","Species","Exact Match","Magnolia virginiana"
"Pennsylvania,Virginia","Virginia",NA,NA,NA,"Vulnerable","2000-01-01","Alloperla idei","https://services.itis.gov/?q=tsn:103213","Vernal sallfly","Insects","Species","Exact Match","Alloperla idei"
"Delaware,District of Columbia,Florida,Massachusetts,New Jersey,New York,Ohio,Rhode Island,West Virginia","Florida,Massachusetts,West Virginia",NA,NA,NA,"Secure","2004-11-04","Neurocordulia obsoleta","https://services.itis.gov/?q=tsn:101939","Umber Shadowdragon","Insects","Species","Exact Match","Neurocordulia obsoleta"
"West Virginia","West Virginia",NA,NA,NA,"Possibly Extirpated","2009-05-11","Conotyla vista","https://services.itis.gov/?q=tsn:570522","A Cave Millipede","Other Invertebrates","Species","Exact Match","Conotyla vista"
"Massachusetts,New Jersey,Rhode Island,Virginia,West Virginia","Massachusetts,Michigan,Pennsylvania,Rhode Island,Virginia,Wisconsin",NA,NA,NA,"Secure","1997-09-01","Cicindela limbalis","https://services.itis.gov/?q=tsn:697703","Common Claybank Tiger Beetle","Insects","Species","Exact Match","Cicindela limbalis transversa, Cicindela limbalis"
"Tennessee","",NA,NA,NA,NA,NA,"Hadenoecinae","https://services.itis.gov/?q=tsn:657519","cave crickets","Insects","Subfamily","Fuzzy Match","Hadenoecini sp."
"Alabama,Mississippi","Alabama,Mississippi","Under Review in the Candidate or Petition Process","K067","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K067","Vulnerable","1996-02-19","Cambarellus diminutus","https://services.itis.gov/?q=tsn:97620","least caryfish","Crustaceans","Species","Exact Match","Cambarellus diminutus"
"Mississippi,North Carolina","Mississippi,North Carolina",NA,NA,NA,"Secure","1996-12-05","Heterandria formosa","https://services.itis.gov/?q=tsn:165915","dwarf livebearer","Fish","Species","Exact Match","Heterandria formosa"
"Oklahoma","Oklahoma","Under Review in the Candidate or Petition Process","K02T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02T","Critically Imperiled","2008-09-09","Cambarus tartarus","https://services.itis.gov/?q=tsn:97410","Oklahoma cave crayfish","Crustaceans","Species","Exact Match","Cambarus tartarus"
"Louisiana","Missouri",NA,NA,NA,"Secure","Unknown","Lechea racemulosa","https://services.itis.gov/?q=tsn:22295","Illinois pinweed","Plants","Species","Exact Match","Lechea racemulosa"
"Florida","",NA,NA,NA,NA,NA,"Crangonyctidae","https://services.itis.gov/?q=tsn:95080","","Crustaceans","Family","Exact Match","Crangonyctidae"
"Tennessee","",NA,NA,NA,"Unranked","Unknown","Dichanthelium acuminatum var. densiflorum","https://services.itis.gov/?q=tsn:534425","Eaton's Witchgrass","Plants","Variety","Followed Accepted TSN","Dichanthelium acuminatum ssp. spretum"
"Arkansas,Delaware,Illinois,Indiana,Kentucky,Maine,Maryland,Massachusetts,Minnesota,Missouri,New Hampshire,New Jersey,North Carolina,Ohio,Pennsylvania,Tennessee","",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Gallinula galeata",NA,"Common gallinule","Other","Undetermined","Not Matched","Gallinula galeata"
"Mississippi","Mississippi",NA,NA,NA,"Apparently Secure","1996-02-19","Procambarus ablusus","https://services.itis.gov/?q=tsn:97494","Hatchie River Crayfish","Crustaceans","Species","Exact Match","Procambarus ablusus"
"Florida","",NA,NA,NA,"Unranked","Unknown","Enoplometopus antillensis","https://services.itis.gov/?q=tsn:97728","flaming reef lobster","Crustaceans","Species","Exact Match","Enoplometopus antillensis "
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Oxycilla mitographa","https://services.itis.gov/?q=tsn:939716","A noctuid moth","Insects","Species","Exact Match","Oxycilla mitographa"
"South Carolina","",NA,NA,NA,"Secure","Unknown","Solidago rigida","https://services.itis.gov/?q=tsn:36297","stiff-leaved goldenrod","Plants","Species","Exact Match","Solidago rigida"
"Florida","Florida",NA,NA,NA,"Apparently Secure","2001-01-22","Baetisca rogersi","https://services.itis.gov/?q=tsn:101506","A Mayfly","Insects","Species","Exact Match","Baetisca rogersi"
"Florida,Kentucky,Missouri,Virginia","Florida,Illinois,Kentucky,Missouri,North Carolina,Virginia",NA,NA,NA,"Secure","1996-09-05","Peromyscus gossypinus","https://services.itis.gov/?q=tsn:180279","Cotton Mouse","Mammals","Species","Followed Accepted TSN","Peromyscus gossypinus gossypinus, Peromyscus gossypinus, Peromyscus gossypinus allapaticola"
"Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Idaho,Illinois,Iowa,Kansas,Louisiana,Maine,Maryland,Michigan,Minnesota,Missouri,New Hampshire,New Jersey,North Carolina,North Dakota,Ohio,Oregon,Pennsylvania,Rhode Island,Vermont,Washington","California,Kansas",NA,NA,NA,"Secure (breeding), Imperiled (non-breeding)","2003-02-10","Danaus plexippus","https://services.itis.gov/?q=tsn:117273","monarch butterfly","Insects","Species","Exact Match","Danaus plexippus, Danaus plexippus (overwintering sites)"
"Texas","Texas",NA,NA,NA,"Critically Imperiled","2004-06-24","Stygobromus limbus","https://services.itis.gov/?q=tsn:621655","Border Cave amphipod","Crustaceans","Species","Exact Match","Stygobromus limbus , Stygobromus limbus"
"Texas","Texas",NA,NA,NA,NA,NA,"Notolomus","https://services.itis.gov/?q=tsn:616947","no common name","Insects","Genus","Exact Match","Notolomus n. sp. TAC 2 , Notolomus n. sp. TAC 1 , Notolomus sp. TAC 1, Notolomus sp. TAC 2"
"South Carolina","South Carolina","Resolved Taxon","K02V","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02V","Vulnerable","1996-02-19","Procambarus echinatus","https://services.itis.gov/?q=tsn:97507","Edisto Crayfish","Crustaceans","Species","Exact Match","Procambarus echinatus"
"Florida","Florida,Puerto Rico",NA,NA,NA,"Unranked","Unknown","Goniopsis cruentata","https://services.itis.gov/?q=tsn:99068","mangrove root crab","Crustaceans","Species","Exact Match","Goniopsis cruentata"
"West Virginia","",NA,NA,NA,"Apparently Secure","2004-12-08","Ventridens theloides","https://services.itis.gov/?q=tsn:77283","copper dome","Mollusks","Species","Exact Match","Ventridens theloides"
"South Carolina,Tennessee","","Under Review in the Candidate or Petition Process","Q18C","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q18C","Critically Imperiled","Unknown","Minuartia godfreyi","https://services.itis.gov/?q=tsn:19996","Godfrey's stitchwort","Plants","Species","Exact Match","Minuartia godfreyi"
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Thalassisobates littoralis","https://services.itis.gov/?q=tsn:570049","A millipede","Other Invertebrates","Species","Exact Match","Thalassisobates littoralis"
"West Virginia","",NA,NA,NA,"Secure","Unknown","Quercus shumardii","https://services.itis.gov/?q=tsn:19417","Shumard's oak","Plants","Species","Exact Match","Quercus shumardii"
"North Carolina,Virginia,West Virginia","Virginia,West Virginia",NA,NA,NA,"Apparently Secure","2000-02-04","Percina gymnocephala","https://services.itis.gov/?q=tsn:168484","Appalachia darter","Fish","Species","Exact Match","Percina gymnocephala"
"Florida","","Species of Concern","I0D9","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0D9","Unranked","Unknown","Serica tantula","https://services.itis.gov/?q=tsn:927792","Tantula serican scarab","Insects","Species","Exact Match","Serica tantula"
"Florida","Pennsylvania,Rhode Island",NA,NA,NA,"Secure","1998-09-01","Callophrys niphon","https://services.itis.gov/?q=tsn:188504","Eastern Pine Elfin","Insects","Species","Exact Match","Callophrys niphon"
"Arizona,Kansas,Oklahoma","Kansas,Oklahoma",NA,NA,NA,"Secure (breeding)","1997-03-19","Icterus bullockii","https://services.itis.gov/?q=tsn:554267","Bullock's Oriole","Birds","Species","Exact Match","Icterus bullockii"
"Connecticut,Delaware,District of Columbia,Kentucky,Michigan,New Jersey,Ohio,Rhode Island,West Virginia","Connecticut,District of Columbia,Kentucky,Ohio,Rhode Island",NA,NA,NA,"Secure","1996-11-05","Desmognathus fuscus","https://services.itis.gov/?q=tsn:173633","Northern Dusky Salamander","Amphibians","Species","Followed Accepted TSN","Desomognathus fuscus, Desmognathus fuscus, Desmognathus fuscus fuscus , Desmognathus fuscus fuscus"
"California,Delaware,Iowa,Louisiana,Maryland,Nevada,South Carolina,Wyoming","Delaware,Iowa,Louisiana,Nevada,North Dakota,Ohio,South Carolina,Texas,Virginia,Washington,Wisconsin,Wyoming",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Aythya americana","https://services.itis.gov/?q=tsn:175125","Redhead","Birds","Species","Exact Match","Aythya americana, Aythya Americana"
"Arkansas,Minnesota,Nebraska,Oklahoma,South Dakota","Nebraska,Oklahoma,South Dakota",NA,NA,NA,"Vulnerable","2005-02-28","Atrytone arogos iowa","https://services.itis.gov/?q=tsn:707269","Iowa Skipper","Insects","Subspecies","Exact Match","Atrytone arogos iowa, Atrytone arogos iowa "
"Florida","Florida",NA,NA,NA,NA,NA,"Mycetophyllia daniana","https://services.itis.gov/?q=tsn:53480","Low-ridge Cactus Coral","Other Invertebrates","Species","Fuzzy Match","Mycetophyllia danaana, Mycetophyllia danaana "
"Nebraska,Nevada,South Dakota,Texas,Wyoming","Montana,Nebraska,Nevada,South Dakota,Texas",NA,NA,NA,"Secure","1997-01-09","Phrynosoma hernandesi","https://services.itis.gov/?q=tsn:564594","Greater Short-horned Lizard","Reptiles","Species","Exact Match","Phrynosoma hernandesi"
"Alabama","",NA,NA,NA,"Critically Imperiled","2005-07-18","Elimia broccata","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/1116683","Brooch Elimia","Mollusks","Species","Exact Match","Elimia broccata"
"Virginia","Virginia",NA,NA,NA,"Unranked","Unknown","Desmonus earlei","https://services.itis.gov/?q=tsn:571133","A millipede","Other Invertebrates","Species","Exact Match","Desmonus earlei"
"Florida","Florida","Under Review in the Candidate or Petition Process","I0WY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0WY","Imperiled","1999-01-15","Stylurus potulentus","https://services.itis.gov/?q=tsn:593024","Yellow-sided Clubtail","Insects","Species","Exact Match","Stylurus potulentus"
"Arkansas","Arkansas","Species of Concern","I03A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I03A","Critically Imperiled","2005-03-22","Agapetus medicus","https://services.itis.gov/?q=tsn:117149","Arkansas Agapetus Caddisfly","Insects","Species","Exact Match","Agapetus medicus"
"Georgia,West Virginia","Georgia",NA,NA,NA,"Vulnerable","Unknown","Thermopsis villosa","https://services.itis.gov/?q=tsn:27005","Aaron's rod","Plants","Species","Exact Match","Thermopsis villosa"
"Texas","Puerto Rico,Texas",NA,NA,NA,"Unrankable","1997-02-19","Stenella frontalis","https://services.itis.gov/?q=tsn:552460","Atlantic Spotted Dolphin","Mammals","Species","Exact Match","Stenella frontalis"
"Michigan,North Carolina,West Virginia","",NA,NA,NA,"Apparently Secure","2002-10-08","Hawaiia alachuana","https://services.itis.gov/?q=tsn:77171","southeastern gem","Mollusks","Species","Exact Match","Hawaiia alachuana"
"Tennessee","",NA,NA,NA,"Unranked","Unknown","Calymmaria persica","https://services.itis.gov/?q=tsn:875275","Cave-loving funnel-web spider","Arachnids","Species","Exact Match","Calymmaria persica"
"Florida,Virginia","Florida,Maryland,Virginia",NA,NA,NA,"Unranked","Unknown","Sphodros rufipes","https://services.itis.gov/?q=tsn:867314","Red-legged Purse-web Spider","Arachnids","Species","Exact Match","Sphodros rufipes"
"Tennessee","Georgia",NA,NA,NA,"Secure","Unknown","Cypripedium acaule","https://services.itis.gov/?q=tsn:43534","pink lady's-slipper","Plants","Species","Exact Match","Cypripedium acaule"
"Tennessee","Missouri",NA,NA,NA,"Unranked","Unknown","Archidium alternifolium","https://services.itis.gov/?q=tsn:15802","(a moss)","Plants","Species","Exact Match","Archidium alternifolium"
