"scientificname","commonname","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","change","listingStatus","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154"
"Rhinichthys osculus thermalis","Kendall Warm Springs Dace","Rhinichthys osculus thermalis","Wyoming","Wyoming",1,1,0," ""STATUS"": ""E""","{""DPS"": ""0"""," ""TSN"": ""201909"""," ""FAMILY"": ""Cyprinidae"""," ""SPCODE"": ""E00S"""," ""STATUS"": ""E"""," ""result"": true"," ""COMNAME"": ""Kendall Warm Springs dace"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Dace"," Kendall Warm Springs"""," ""SCINAME"": ""Rhinichthys osculus thermalis"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Rhinichthys osculus thermalis"""," ""ENTITY_ID"": ""227"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:56:21.428962"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Endangered"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""1970-10-13""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix arizonica","Arizona willow","Salix arizonica","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""22501"""," ""FAMILY"": ""Salicaceae"""," ""SPCODE"": ""Q1M5"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Arizona willow"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Willow"," Arizona"""," ""SCINAME"": ""Salix arizonica"""," ""VIPCODE"": ""P01"""," ""criteria"": ""22501"""," ""ENTITY_ID"": ""3817"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T11:51:42.827878"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""2"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvelinus confluentus","Bull Trout - Hood SMU","Salvelinus confluentus,Salvelinus confluentus 1,Salvelinus confluentus 10,Salvelinus confluentus 11,Salvelinus confluentus 12,Salvelinus confluentus 2,Salvelinus confluentus 3,Salvelinus confluentus 38,Salvelinus confluentus 39,Salvelinus confluentus 4,Salvelinus confluentus 5,Salvelinus confluentus 6,Salvelinus confluentus 7,Salvelinus confluentus 8,Salvelinus confluentus 9,Salvelinus confluentus pop. 2,Salvelinus confluentus pop. 3,Salvelinus confluentus pop. 4","Idaho,Montana,Nevada,Oregon,Washington","California,Montana,Nevada,Oregon,Washington",5,5,0," ""result"": true","{""DPS"": ""1"""," ""TSN"": ""162004"""," ""FAMILY"": ""Salmonidae"""," ""SPCODE"": ""E065"""," ""result"": true"," ""COMNAME"": ""Bull Trout"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Trout"," bull"""," ""SCINAME"": ""Salvelinus confluentus"""," ""VIPCODE"": ""V07"""," ""criteria"": ""Salvelinus confluentus"""," ""ENTITY_ID"": ""10037"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:59:09.126427"""," ""listingStatus"": [{""STATUS"": ""Experimental Population"," Non-Essential"""," ""POP_DESC"": ""Clackamas River subbasin and the mainstem Willamette River"," from Willamette Falls to its points of confluence with the Columbia River"," including Multnomah Channel"""," ""POP_ABBREV"": ""Clackamas River subbasin experimental population"""," ""LISTING_DATE"": ""2009-12-09""}"," {""STATUS"": ""Threatened"""," ""POP_DESC"": ""U.S.A."," conterminous"," (lower 48 states)"""," ""POP_ABBREV"": ""U.S.A."," conterminous"," lower 48 states"""," ""LISTING_DATE"": ""1998-06-10""}]"," ""REFUGE_OCCURRENCE"": ""Northwest Montana Wetland Management District-Flathead County""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satyrodes eurydice fumosa","Smokey Eyed Brown","Satyrodes eurydice fumosa","Nebraska,Wisconsin","Nebraska",2,1,1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""-904"""," ""FAMILY"": ""Nymphalidae"""," ""SPCODE"": ""I036"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Smoky eyed brown butterfly"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Butterfly"," smoky eyed brown"""," ""SCINAME"": ""Satyrodes eurydice fumosa"""," ""VIPCODE"": ""I01"""," ""criteria"": ""Satyrodes eurydice fumosa"""," ""ENTITY_ID"": ""1321"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-07T16:01:10.186214"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saussurea weberi","Weber saussurea","Saussurea weberi","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""36083"""," ""FAMILY"": ""Asteraceae"""," ""SPCODE"": ""Q1MK"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""No common name"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""No common name"""," ""SCINAME"": ""Saussurea weberi"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Saussurea weberi"""," ""ENTITY_ID"": ""4019"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T12:23:10.105659"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scaphirhynchus albus","Pallid Sturgeon","Scaphirhynchus albus","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee",13,13,0," ""STATUS"": ""E""","{""DPS"": ""0"""," ""TSN"": ""161081"""," ""FAMILY"": ""Acipenseridae"""," ""SPCODE"": ""E06X"""," ""STATUS"": ""E"""," ""result"": true"," ""COMNAME"": ""Pallid sturgeon"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Sturgeon"," pallid"""," ""SCINAME"": ""Scaphirhynchus albus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Scaphirhynchus albus"""," ""ENTITY_ID"": ""303"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T16:30:40.732047"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Endangered"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""1990-09-06""}]"," ""REFUGE_OCCURRENCE"": ""Middle Mississippi River National Wildlife Refuge"," Atchafalaya National Wildlife Refuge"," Dakota Tallgrass Prairie Wildlife Management Area"," Long Lake Wetland Management District"," Big Muddy National Fish and Wildlife Refuge"," Delta National Wildlife Refuge"," Charles M. Russell National Wildlife Refuge"," UL Bend National Wildlife Refuge"," Chickasaw National Wildlife Refuge"," Lower Hatchie National Wildlife Refuge"," Benton Lake Wetland Management District"," Desoto National Wildlife Refuge"," North Dakota Wildlife Management Area""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scaphirhynchus platorynchus","shovelnose sturgeon","Scaphirhynchus platorhynchus,Scaphirhynchus platorynchus","Alabama,Illinois,Iowa,Kansas,Minnesota,Ohio,Oklahoma,Texas,Wyoming","Alabama,Iowa,Kansas,Louisiana,Mississippi,Missouri,Ohio,Oklahoma,South Dakota,Texas,West Virginia,Wyoming",9,12,-3," ""STATUS"": ""SAT""","{""DPS"": ""0"""," ""TSN"": ""161082"""," ""FAMILY"": ""Acipenseridae"""," ""SPCODE"": ""E0BD"""," ""STATUS"": ""SAT"""," ""result"": true"," ""COMNAME"": ""Shovelnose Sturgeon"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Sturgeon"," Shovelnose"""," ""SCINAME"": ""Scaphirhynchus platorynchus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Scaphirhynchus platorynchus"""," ""ENTITY_ID"": ""10033"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:49:31.298855"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Similarity of Appearance to a Threatened Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""2010-10-01""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoenoplectus hallii","Hall''s Bulrush","Schoenoplectus hallii","Georgia,Missouri,Nebraska","Missouri,Nebraska,Texas",3,3,0," ""STATUS"": ""UR""","{""DPS"": ""0"""," ""TSN"": ""507789"""," ""FAMILY"": ""Cyperaceae"""," ""SPCODE"": ""Q38Y"""," ""STATUS"": ""UR"""," ""result"": true"," ""COMNAME"": ""Hall's bullrush"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""bullrush"," Hall's"""," ""SCINAME"": ""Schoenoplectus hallii"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Schoenoplectus hallii"""," ""ENTITY_ID"": ""4859"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T20:20:45.506904"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""3"""," ""listingStatus"": [{""STATUS"": ""Under Review in the Candidate or Petition Process"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclerocactus glaucus","Colorado hookless cactus","Sclerocactus glaucus","","Colorado",0,1,-1," ""STATUS"": ""T""","{""DPS"": ""0"""," ""TSN"": ""19759"""," ""FAMILY"": ""Cactaceae"""," ""SPCODE"": ""Q21I"""," ""STATUS"": ""T"""," ""result"": true"," ""COMNAME"": ""Colorado hookless Cactus"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Cactus"," Colorado hookless"""," ""SCINAME"": ""Sclerocactus glaucus"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Sclerocactus glaucus"""," ""ENTITY_ID"": ""824"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T20:00:55.088250"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Threatened"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""1979-10-11""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclerocactus mesae-verdae","Mesa Verde hookless cactus","Sclerocactus mesae-verdae","","Colorado",0,1,-1," ""STATUS"": ""T""","{""DPS"": ""0"""," ""TSN"": ""19760"""," ""FAMILY"": ""Cactaceae"""," ""SPCODE"": ""Q21J"""," ""STATUS"": ""T"""," ""result"": true"," ""COMNAME"": ""Mesa Verde cactus"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Cactus"," Mesa Verde"""," ""SCINAME"": ""Sclerocactus mesae-verdae"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Sclerocactus mesae-verdae"""," ""ENTITY_ID"": ""825"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T13:20:15.898934"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""2"""," ""listingStatus"": [{""STATUS"": ""Threatened"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""1979-11-29""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selasphorus rufus","Rufous Hummingbird","Selasphorus rufus","Alaska,California,Colorado,Nevada","Alaska,Colorado,Nevada",4,3,1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""178040"""," ""FAMILY"": ""trochilidae"""," ""SPCODE"": ""B0E1"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Rufous hummingbird"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""hummingbird"," Rufous"""," ""SCINAME"": ""selasphorus rufus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""178040"""," ""ENTITY_ID"": ""9138"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T10:41:46.050554"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sigmodon hispidus","Lower Keys Cotton Rat","Sigmodon hispidus,Sigmodon hispidus eremicus,Sigmodon hispidus exsputus,Sigmodon hispidus insulicola","Arizona,California,Florida,Nebraska","Arizona,Florida,Nebraska",4,3,1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""-269"""," ""FAMILY"": ""Muridae"""," ""SPCODE"": ""A0AQ"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Lower Keys cotton rat"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Cotton rat"," lower Keys"""," ""SCINAME"": ""Sigmodon hispidus exsputus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Sigmodon hispidus exsputus"""," ""ENTITY_ID"": ""7571"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T11:42:44.466552"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""4"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sistrurus catenatus","Massasauga","Sistrurus catenatus,Sistrurus  catenatus,Sistrurus c. catenatus","Colorado,Indiana,Kansas,Minnesota,Nebraska,New York,Texas","Arizona,Colorado,Illinois,Indiana,Iowa,Kansas,Minnesota,Nebraska,New Mexico,Texas,Wisconsin",7,11,-4," ""STATUS"": ""T""","{""DPS"": ""0"""," ""TSN"": ""174304"""," ""FAMILY"": ""Viperidae"""," ""SPCODE"": ""C03P"""," ""STATUS"": ""T"""," ""result"": true"," ""COMNAME"": ""Eastern Massasauga (=rattlesnake)"""," ""COUNTRY"": ""3"""," ""INVNAME"": ""Massasauga (=rattlesnake)"," eastern"""," ""SCINAME"": ""Sistrurus catenatus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Sistrurus catenatus"""," ""ENTITY_ID"": ""7800"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T14:07:54.014738"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""3"""," ""listingStatus"": [{""STATUS"": ""Threatened"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""2016-09-30""}]"," ""REFUGE_OCCURRENCE"": ""Necedah National Wildlife Refuge"," Upper Mississippi River National Wildlife and Fish Refuge""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somatochlora ozarkensis","Ozark Emerald","Somatochlora ozarkensis","Kansas,Missouri,Oklahoma","Arkansas,Kansas,Missouri,Oklahoma",3,4,-1," ""STATUS"": ""UR""","{""DPS"": ""0"""," ""TSN"": ""101951"""," ""FAMILY"": ""Corduliidae"""," ""SPCODE"": ""I0WX"""," ""STATUS"": ""UR"""," ""result"": true"," ""COMNAME"": ""Ozark emerald"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""emerald"," Ozark"""," ""SCINAME"": ""Somatochlora ozarkensis"""," ""VIPCODE"": ""I01"""," ""criteria"": ""Somatochlora ozarkensis"""," ""ENTITY_ID"": ""10809"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T12:21:46.988233"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""4"""," ""listingStatus"": [{""STATUS"": ""Under Review in the Candidate or Petition Process"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
