"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Arizona,California,Delaware,Missouri,Nebraska,New Jersey,Pennsylvania,South Carolina,Texas,West Virginia","California,Maryland,Nebraska,New Jersey,Ohio,Pennsylvania","Species of Concern","B0E7","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0E7","Secure (breeding)","1997-03-19","Piranga rubra","https://services.itis.gov/?q=tsn:179888","Summer Tanager","Birds","Species","Exact Match","Piranga rubra"
"Arizona,California","California",NA,NA,NA,"Imperiled (breeding)","1997-01-05","Sternula antillarum browni","https://services.itis.gov/?q=tsn:825084","California Least Tern","Birds","Subspecies","Exact Match","Sterna antillarum browni, Sternula antillarum browni"
"California","California","Resolved Taxon","B0AV","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0AV","Imperiled (breeding)","1997-01-05","Oceanodroma homochroa","https://services.itis.gov/?q=tsn:174634","Ashy Storm Petrel","Birds","Species","Exact Match","Oceanodroma homochroa"
"Arizona,New Mexico,Texas","Arizona,New Mexico,Texas",NA,NA,NA,"Vulernable (breeding)","1997-01-05","Buteogallus anthracinus","https://services.itis.gov/?q=tsn:175402","Common Black-Hawk","Birds","Species","Exact Match","Buteogallus anthracinus"
"Arizona,Texas","New Mexico,Texas",NA,NA,NA,"Apparently Secure","1997-01-05","Cyrtonyx montezumae","https://services.itis.gov/?q=tsn:175900","Montezuma Quail","Birds","Species","Exact Match","Cyrtonyx montezumae"
"Colorado,Connecticut,Delaware,District of Columbia,Iowa,Maine,Maryland,Minnesota,New Hampshire,New Jersey,North Carolina,Ohio,Rhode Island,West Virginia","Colorado,Connecticut,Delaware,Iowa,Maine,Maryland,Minnesota,Montana,New Jersey,Ohio,Vermont,Wisconsin",NA,NA,NA,"Secure (breeding)","1997-03-19","Catharus fuscescens","https://services.itis.gov/?q=tsn:179796","Veery","Birds","Species","Exact Match","Catharus fuscecens, Catharus fuscescens"
"Arizona","New Mexico,Texas",NA,NA,NA,"Secure (breeding)","2003-10-03","Icterus cucullatus","https://services.itis.gov/?q=tsn:179070","Hooded Oriole","Birds","Species","Exact Match","Icterus cucullatus"
"California","California","Species of Concern","B07H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07H","Imperiled (non-breeding)","2001-06-01","Passerculus sandwichensis rostratus","https://services.itis.gov/?q=tsn:179330","Large-billed Sparrow","Birds","Subspecies","Exact Match","Passerculus sandwichensis rostratus"
"Alaska,California","Alaska",NA,NA,NA,"Secure","1997-01-05","Phalacrocorax pelagicus","https://services.itis.gov/?q=tsn:174725","Pelagic Cormorant","Birds","Species","Exact Match","Phalacrocorax pelagicus"
"Arizona","Arizona,Texas",NA,NA,NA,"Critically Imperiled (breeding)","1997-03-19","Pachyramphus aglaiae","https://services.itis.gov/?q=tsn:178384","Rose-throated Becard","Birds","Species","Exact Match","Pachyramphus aglaiae"
"Arizona,Colorado,Utah,Washington","Alaska,Colorado,New Mexico,Oregon,Texas,Utah","Species of Concern","B0DX","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DX","Apparently Secure (breeding), Apparently Secure (non-breeding)","2001-05-18","Patagioenas fasciata","https://services.itis.gov/?q=tsn:676899","Band-tailed Pigeon","Birds","Species","Exact Match","Columba fasciata, Patagioenas fasciata"
"Arizona","Nevada,Texas","Species of Concern","B0E6","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0E6","Secure","1997-03-19","Phainopepla nitens","https://services.itis.gov/?q=tsn:179877","Phainopepla","Birds","Species","Exact Match","Phainopepla nitens"
"Alaska,Arizona,Maine,New Hampshire","Arizona,Maine,New Hampshire",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Anthus rubescens","https://services.itis.gov/?q=tsn:554127","Buff-bellied Pipit","Birds","Species","Exact Match","Anthus rubescens"
"Arizona","Arizona","Endangered","B00Z","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B00Z","Critically Imperiled","1997-01-05","Colinus virginianus ridgwayi","https://services.itis.gov/?q=tsn:175868","Masked Bobwhite","Birds","Subspecies","Exact Match","Colinus virginianus ridgwayi"
"Arizona","Arizona",NA,NA,NA,"Secure","1997-01-05","Dendrocygna autumnalis","https://services.itis.gov/?q=tsn:175044","Black-bellied Whistling Duck","Birds","Species","Exact Match","Dendrocygna autumnalis"
"Arizona","Arizona",NA,NA,NA,"Apparently Secure (breeding)","1997-03-19","Eugenes fulgens","https://services.itis.gov/?q=tsn:178050","Magnificent Hummingbird","Birds","Species","Exact Match","Eugenes fulgens"
"Arizona","Arizona","Original Data in Error - Erroneous Data","B08N","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08N","Vulnerable","1997-01-05","Glaucidium brasilianum cactorum","https://services.itis.gov/?q=tsn:177909","Cactus Ferruginous Pygmy-Owl","Birds","Subspecies","Exact Match","Glaucidium brasilianum cactorum"
"Arizona,New Mexico","Arizona,New Mexico",NA,NA,NA,"Vulnerable","1997-03-19","Junco phaeonotus","https://services.itis.gov/?q=tsn:179427","Yellow-eyed Junco","Birds","Species","Exact Match","Junco phaeonotus"
"Arizona","Arizona",NA,NA,NA,"Vulernable (breeding)","1997-03-19","Myiodynastes luteiventris","https://services.itis.gov/?q=tsn:178305","Sulphur-bellied Flycatcher","Birds","Species","Exact Match","Myiodynastes luteiventris"
"Idaho,Nebraska,New Mexico","Arizona,Montana,Nebraska",NA,NA,NA,"Secure","1997-01-05","Nucifraga columbiana","https://services.itis.gov/?q=tsn:179750","Clark's Nutcracker","Birds","Species","Exact Match","Nucifraga columbiana"
"Arizona,Maine","Alaska,Arizona",NA,NA,NA,"Secure","1997-03-19","Pinicola enucleator","https://services.itis.gov/?q=tsn:179205","Pine Grosbeak","Birds","Species","Exact Match","Pinicola enucleator"
"Arizona","Arizona",NA,NA,NA,"Critically Imperiled","1997-01-05","Polioptila nigriceps","https://services.itis.gov/?q=tsn:179863","Black-capped Gnatcatcher","Birds","Species","Exact Match","Polioptila nigriceps"
"Arizona,Colorado,New Mexico","Colorado,Nevada,New Mexico",NA,NA,NA,"Secure (breeding)","1997-03-19","Setophaga graciae","https://services.itis.gov/?q=tsn:950056","Grace's Warbler","Birds","Species","Exact Match","Dendroica graciae, Setophaga graciae"
"Arizona","Arizona",NA,NA,NA,"Unranked","Unknown","Sialia sialis fulva","https://services.itis.gov/?q=tsn:179805","Azure Bluebird","Birds","Subspecies","Exact Match","Sialia sialis fulva"
"Arizona,Colorado,New Mexico,Texas,Utah","Arizona,Colorado,New Mexico,Utah","Threatened","B074","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B074","Vulnerable","2013-08-21","Strix occidentalis lucida","https://services.itis.gov/?q=tsn:177928","Mexican spotted owl","Birds","Subspecies","Exact Match","Strix occidentalis lucida"
"Arizona,New Mexico","Arizona,New Mexico",NA,NA,NA,"Imperiled (breeding)","1997-03-19","Tyrannus crassirostris","https://services.itis.gov/?q=tsn:178292","Thick-billed Kingbird","Birds","Species","Exact Match","Tyrannus crassirostris"
"Arizona,New Mexico","New Mexico",NA,NA,NA,"Vulernable (breeding)","1997-03-19","Cynanthus latirostris","https://services.itis.gov/?q=tsn:178073","Broad-billed Hummingbird","Birds","Species","Exact Match","Cynanthus latirostris"
"California","Alaska",NA,NA,NA,"Secure","1997-01-05","Phalacrocorax penicillatus","https://services.itis.gov/?q=tsn:174724","Brandt's Cormorant","Birds","Species","Exact Match","Phalacrocorax penicillatus"
"Alaska,California","",NA,NA,NA,"Unranked","Unknown","Grus canadensis canadensis","https://services.itis.gov/?q=tsn:176178","Lesser Sandhill Crane","Birds","Subspecies","Exact Match","Grus canadensis canadensis"
"Alaska,California,Hawaii","Alaska,Hawaii",NA,NA,NA,"Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-03-19","Tringa incana","https://services.itis.gov/?q=tsn:176630","Wandering Tattler","Birds","Species","Followed Accepted TSN","Tringa incana, Heteroscelus incanus"
"California","Alaska",NA,NA,NA,"Secure","1997-03-19","Cepphus columba","https://services.itis.gov/?q=tsn:176991","Pigeon Guillemot","Birds","Species","Exact Match","Cepphus columba"
"California,Maine","Alaska,Maine,Washington",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Uria aalge","https://services.itis.gov/?q=tsn:176974","Common Murre","Birds","Species","Exact Match","Uria aalge"
"California","",NA,NA,NA,"Imperiled","2010-12-28","Aimophila ruficeps obscura","https://services.itis.gov/?q=tsn:179382","Santa Cruz Island rufous-crowned sparrow","Birds","Subspecies","Exact Match","Aimophila ruficeps obscura"
"California","California",NA,NA,NA,"Critically Imperiled","1997-01-05","Artemisiospiza belli clementeae","https://services.itis.gov/?q=tsn:998053","San Clemente Sage Sparrow","Birds","Subspecies","Followed Accepted TSN","Artemisiospiza belli clementeae, Amphispiza belli clementeae"
"Arizona","California,Texas",NA,NA,NA,"Secure","1997-01-05","Polioptila melanura","https://services.itis.gov/?q=tsn:179857","Black-tailed Gnatcatcher","Birds","Species","Exact Match","Polioptila melanura"
"California","","Extinction","B089","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B089","Unranked","Unknown","Melospiza melodia graminea","https://services.itis.gov/?q=tsn:179519","Channel Island song sparrow","Birds","Subspecies","Exact Match","Melospiza melodia graminea"
"California","California",NA,NA,NA,"Imperiled","2003-08-26","Campylorhynchus brunneicapillus sandiegensis","https://services.itis.gov/?q=tsn:917698","coastal cactus wren (San Diego and Orange Counties)","Birds","Subspecies","Exact Match","Campylorhynchus brunneicapillus sandiegensis"
"Arizona","Colorado",NA,NA,NA,"Secure (breeding)","1997-03-19","Empidonax wrightii","https://services.itis.gov/?q=tsn:178347","Gray Flycatcher","Birds","Species","Exact Match","Empidonax wrightii"
"California,Colorado,Connecticut,District of Columbia,Florida,Iowa,Maine,Massachusetts,Minnesota,New Hampshire,New Jersey,Pennsylvania,South Carolina,Vermont,Washington,Wisconsin","California,Connecticut,Maine,Michigan,New Hampshire,Ohio,Oregon,Rhode Island,Vermont,Washington","Species of Concern","B0EJ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EJ","Secure (breeding)","1997-03-19","Progne subis","https://services.itis.gov/?q=tsn:178464","Purple Martin","Birds","Species","Exact Match","Progne subis"
"Arizona,New Mexico","Alaska,Nebraska",NA,NA,NA,"Secure","1997-03-19","Sialia currucoides","https://services.itis.gov/?q=tsn:179811","Mountain Bluebird","Birds","Species","Exact Match","Sialia currucoides"
"Arizona,Connecticut,Delaware,District of Columbia,Indiana,Kentucky,Minnesota,Missouri,New Jersey,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia,Wyoming","Connecticut,District of Columbia,Indiana,Kentucky,Michigan,Minnesota,Missouri,Nebraska,New Jersey,North Carolina,Ohio,Pennsylvania,Texas,Virginia,West Virginia,Wyoming",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Rallus limicola","https://services.itis.gov/?q=tsn:176221","Virginia Rail","Birds","Species","Exact Match","Rallus limicola"
"Arizona,Colorado,Nevada,New Mexico","California,Colorado,Idaho,Nevada,Texas,Utah",NA,NA,NA,"Secure (breeding)","1997-03-19","Leiothlypis virginiae","https://services.itis.gov/?q=tsn:950019","Virginia's Warbler","Birds","Species","Followed Accepted TSN","Vermivora virginiae, Oreothlypis virginiae"
"Alabama,California,Florida,Kansas,Louisiana,Mississippi,New Mexico,Utah,Washington","",NA,NA,NA,"Vulnerable (breeding), Vulnerable (non-breeding)","1997-01-05","Charadrius nivosus","https://services.itis.gov/?q=tsn:824030","Snowy Plover","Birds","Species","Exact Match","Charadrius nivosus"
"California","California,Washington","Species of Concern","B0FP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FP","Apparently Secure","1997-03-19","Ptychoramphus aleuticus","https://services.itis.gov/?q=tsn:177013","Cassin's Auklet","Birds","Species","Exact Match","Ptychoramphus aleuticus"
"Alaska,Arizona,Maine,North Carolina","Arizona","Species of Concern","B0G1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0G1","Secure (breeding), Secure (non-breeding)","1997-01-05","Melospiza lincolnii","https://services.itis.gov/?q=tsn:179484","Lincoln's Sparrow","Birds","Species","Exact Match","Melospiza lincolnii"
"Alabama,Arkansas,California,Colorado,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,Tennessee,Texas,Virginia,Washington,West Virginia,Wisconsin","California,Colorado,Delaware,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Minnesota,Mississippi,Missouri,Montana,Nevada,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,Tennessee,Texas,Virginia,Washington,Wisconsin","Species of Concern","B0FY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FY","Apparently Secure","2001-03-28","Lanius ludovicianus","https://services.itis.gov/?q=tsn:178515","Loggerhead Shrike","Birds","Species","Exact Match","Lanius ludovicianus, Lanius  ludovicianus"
"Alaska,Colorado,Nevada","Alaska,California,Colorado,Nevada","Species of Concern","B0E1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0E1","Secure (breeding)","1997-03-19","Selasphorus rufus","https://services.itis.gov/?q=tsn:178040","Rufous Hummingbird","Birds","Species","Exact Match","Selasphorus rufus"
"Arizona,Nebraska","Arizona",NA,NA,NA,"Secure","1997-01-05","Pica hudsonia","https://services.itis.gov/?q=tsn:726117","Black-billed Magpie","Birds","Species","Exact Match","Pica hudsonia"
"New Mexico,Oregon,Washington","Oregon,Washington","Species of Concern","B0EX","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EX","Secure","1997-03-19","Sialia mexicana","https://services.itis.gov/?q=tsn:179806","Western Bluebird","Birds","Species","Exact Match","Sialia mexicana"
