"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"California,Colorado,Idaho,Iowa,Kansas,Kentucky,Minnesota,Nevada,North Dakota,Oregon,South Dakota,Texas,Utah,Washington","Arkansas,California,Colorado,Delaware,Idaho,Iowa,Kansas,Kentucky,Michigan,Minnesota,Mississippi,Montana,Nebraska,Nevada,North Dakota,Oregon,South Dakota,Texas,Utah,Washington,Wyoming","Species of Concern","B0EC","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EC","Apparently Secure","2008-12-04","Pelecanus erythrorhynchos","https://services.itis.gov/?q=tsn:174684","American White Pelican","Birds","Species","Exact Match","Pelecanus erythrorhynchos"
"Arizona,Colorado,Idaho,Montana,Nebraska,Nevada,New Mexico,Oregon,South Dakota,Utah,Washington,Wyoming","Arizona,California,Colorado,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,Oklahoma,Oregon,South Dakota,Utah,Washington,Wyoming","Species of Concern","B0HQ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0HQ","Apparently Secure (breeding), Apparently Secure (non-breeding)","2001-02-14","Melanerpes lewis","https://services.itis.gov/?q=tsn:178196","Lewis's Woodpecker","Birds","Species","Exact Match","Melanerpes lewis"
"Delaware,Florida,Michigan,Nebraska,North Carolina,Wyoming","Alaska,California,Florida,Idaho,Michigan,Nebraska,Texas,Virgin Islands,Wyoming","Species of Concern","B0EQ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EQ","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Falco columbarius","https://services.itis.gov/?q=tsn:175613","Merlin","Birds","Species","Exact Match","Falco columbarius"
"California,Nevada","California,Nevada","Under Review in the Candidate or Petition Process","B08L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08L","Vulnerable","1997-01-05","Strix occidentalis occidentalis","https://services.itis.gov/?q=tsn:177927","California spotted owl","Birds","Subspecies","Exact Match","Strix occidentalis occidentalis"
"Arizona,Colorado","Colorado",NA,NA,NA,"Secure (breeding)","1997-03-19","Passerina amoena","https://services.itis.gov/?q=tsn:179151","Lazuli Bunting","Birds","Species","Exact Match","Passerina amoena"
"Colorado,Utah","Colorado,Utah","Threatened","B0B0","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0B0","Imperiled","2015-07-10","Centrocercus minimus","https://services.itis.gov/?q=tsn:677540","Gunnison Sage Grouse","Birds","Species","Exact Match","Centrocercus minimus"
"Colorado,Connecticut,Delaware,District of Columbia,Florida,Idaho,Illinois,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Minnesota,Missouri,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Oregon,Pennsylvania,Rhode Island,Vermont,West Virginia,Wisconsin,Wyoming","Colorado,Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Kentucky,Maine,Maryland,Michigan,Minnesota,Montana,Nevada,New Jersey,New York,North Carolina,North Dakota,Ohio,Oregon,Puerto Rico,Rhode Island,Utah,Vermont,West Virginia,Wisconsin,Wyoming",NA,NA,NA,"Secure (breeding)","1997-03-19","Dolichonyx oryzivorus","https://services.itis.gov/?q=tsn:179032","Bobolink","Birds","Species","Exact Match","Dolichonyx orzivorus, Dolichonyx oryzivorus, Dolichonyx oryzivorus "
"Alaska,California,Oregon,Washington","California,Oregon,Washington","Under Review in the Candidate or Petition Process","B0FO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FO","Secure","1997-03-19","Fratercula cirrhata","https://services.itis.gov/?q=tsn:177032","Tufted Puffin","Birds","Species","Exact Match","Fratercula cirrhata"
"Arizona,Nebraska","Colorado,Nebraska,Nevada,Texas",NA,NA,NA,"Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Aeronautes saxatalis","https://services.itis.gov/?q=tsn:178014","White-throated Swift","Birds","Species","Exact Match","Aeronautes saxatalis"
"Arizona,Florida,Illinois,Indiana,Kansas,Kentucky,Nebraska,Tennessee,Texas","Arizona,Arkansas,Florida,Illinois,Indiana,Kansas,Kentucky,Missouri,Nebraska,North Carolina,Tennessee,Texas",NA,NA,NA,"Secure (breeding)","1997-03-19","Ictinia mississippiensis","https://services.itis.gov/?q=tsn:554268","Mississippi Kite","Birds","Species","Exact Match","Ictinia mississippiensis"
"California,Illinois,Indiana,Michigan,Minnesota,Wisconsin","California,Illinois,Indiana,Michigan,Missouri,Ohio",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Xanthocephalus xanthocephalus","https://services.itis.gov/?q=tsn:179043","Yellow-headed Blackbird","Birds","Species","Exact Match","Xanthocephalus xanthocephalus"
"Wyoming","Wyoming",NA,NA,NA,"Secure","1997-01-05","Psaltriparus minimus","https://services.itis.gov/?q=tsn:178764","Bushtit","Birds","Species","Exact Match","Psaltriparus minimus"
"Arizona,California,Nevada","Nevada,Texas,Wyoming",NA,NA,NA,"Secure (breeding)","1997-01-05","Icterus parisorum","https://services.itis.gov/?q=tsn:179082","Scott's Oriole","Birds","Species","Exact Match","Icterus parisorum"
"Colorado","","Under Review in the Candidate or Petition Process","B0H8","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0H8",NA,NA,"Lagopus leucura altipetens","https://services.itis.gov/?q=tsn:677703","Southern white-tailed ptarmigan","Birds","Subspecies","Exact Match","Lagopus leucura altipetens"
"Alaska,Delaware,Florida,Hawaii,Illinois,Iowa,Kentucky,Louisiana,Minnesota,Mississippi,Nebraska,New Jersey,New York,North Dakota,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Wyoming","Colorado,Connecticut,Delaware,Florida,Hawaii,Idaho,Illinois,Kentucky,Louisiana,Minnesota,Mississippi,Nebraska,New Jersey,New York,Oklahoma,South Carolina,Texas,Virgin Islands,Washington,Wisconsin,Wyoming","Species of Concern","B0G7","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0G7","Secure (breeding), Secure (non-breeding)","1997-01-05","Aythya affinis","https://services.itis.gov/?q=tsn:175134","Lesser Scaup","Birds","Species","Fuzzy Match","Aythya affinis, Athya affinis"
"Arizona,Colorado,New Mexico,Oklahoma,Oregon,Wyoming","Colorado,Idaho,New Mexico,Oklahoma,Oregon,Wyoming",NA,NA,NA,"Secure","1997-08-20","Baeolophus ridgwayi","https://services.itis.gov/?q=tsn:650445","Juniper Titmouse","Birds","Species","Exact Match","Baeolophus ridgwayi"
"Alaska,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming","Alaska,Connecticut,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Massachusetts,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming","Species of Concern","B0FU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FU","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-03-19","Falco peregrinus","https://services.itis.gov/?q=tsn:175604","Peregrine Falcon","Birds","Species","Fuzzy Match","Falco peregrinus [E], Falco peregrinus , Falco peregrinus, Falco perigrinus"
"Florida,Idaho,Iowa,Louisiana,Michigan,Montana,New Jersey,New York,North Carolina,Oregon,Utah,Wisconsin,Wyoming","Alaska,California,Florida,Idaho,Louisiana,Michigan,Montana,New Jersey,New York,North Carolina,Oregon,Utah,Wisconsin,Wyoming",NA,NA,NA,"Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Hydroprogne caspia","https://services.itis.gov/?q=tsn:176935","Caspian Tern","Birds","Species","Followed Accepted TSN","Hydroprogne caspia, Sterna caspia"
"Arizona,Idaho,Nevada,Washington,Wyoming","Arizona,Montana,Nebraska,New Mexico,Utah,Washington,Wyoming","Species of Concern","B0ID","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0ID","Secure (breeding), Secure (non-breeding)","1997-01-05","Oreoscoptes montanus","https://services.itis.gov/?q=tsn:178654","Sage Thrasher","Birds","Species","Exact Match","Oreoscoptes montanus, Oreoscoptes montanus "
"Delaware,Florida,Kansas,Nevada,North Carolina,North Dakota,South Carolina","Arizona,Arkansas,Florida,Idaho,Iowa,Kansas,Minnesota,Nebraska,Nevada,North Dakota,South Carolina,Texas,Utah",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-03-19","Recurvirostra americana","https://services.itis.gov/?q=tsn:176721","American Avocet","Birds","Species","Exact Match","Recurvirostra americana"
"Arizona,Connecticut,Delaware,District of Columbia,Illinois,Indiana,Louisiana,Maryland,Massachusetts,Missouri,New Hampshire,New Jersey,Ohio,Pennsylvania,Rhode Island,Virginia","Arizona,Connecticut,Delaware,District of Columbia,Illinois,Indiana,Maine,Maryland,Michigan,Minnesota,Missouri,New Jersey,Ohio,Pennsylvania,Rhode Island,Virginia,West Virginia",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Cistothorus palustris","https://services.itis.gov/?q=tsn:178608","Marsh Wren","Birds","Species","Exact Match","Cistothorus palustris, Cistothorus  palustris"
"Arizona,California","California","Species of Concern","B0EE","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EE","Critically Imperiled","1997-03-19","Laterallus jamaicensis coturniculus","https://services.itis.gov/?q=tsn:176265","California Black Rail","Birds","Subspecies","Exact Match","Laterallus jamaicensis coturniculus"
"Arizona,Maine,New York,Vermont,Wisconsin","Arizona,Michigan,Vermont",NA,NA,NA,"Secure","1997-01-05","Perisoreus canadensis","https://services.itis.gov/?q=tsn:179667","Gray Jay","Birds","Species","Exact Match","Perisoreus canadensis"
"Arizona,California,Nevada,New Mexico,Utah","California,Nevada,New Mexico,Utah","Species of Concern","B0IF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0IF","Apparently Secure (breeding), Unranked (non-breeding)","1997-01-05","Toxostoma bendirei","https://services.itis.gov/?q=tsn:178636","Bendire's Thrasher","Birds","Species","Exact Match","Toxostoma bendirei"
"Idaho,Iowa,Michigan,Minnesota,Montana,North Dakota,Utah,Washington,Wisconsin","Idaho,Iowa,Michigan,Minnesota,North Dakota,Utah,Washington,Wisconsin,Wyoming",NA,NA,NA,"Apparently Secure","1996-12-30","Tympanuchus phasianellus","https://services.itis.gov/?q=tsn:175841","Sharp-tailed Grouse","Birds","Species","Exact Match","Tympanuchus phasianellus"
"Alabama,California,Florida,Georgia,Louisiana,Mississippi,North Carolina,Oklahoma,South Carolina,Texas","Alabama,Arkansas,California,Florida,Georgia,Louisiana,Mississippi,North Carolina,Oklahoma,South Carolina,Texas","Threatened","B06O","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06O","Vulnerable","1997-01-05","Mycteria americana","https://services.itis.gov/?q=tsn:174897","Wood Stork","Birds","Species","Exact Match","Mycteria americana"
"Nevada","California,Nevada,Oregon","Species of Concern","B0AM","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0AM","Vulernable (breeding)","2005-01-28","Empidonax traillii brewsteri","https://services.itis.gov/?q=tsn:178342","Sierra Nevada Mountain Willow Flycatcher","Birds","Subspecies","Exact Match","Empidonax traillii brewsteri"
"California","",NA,NA,NA,"Imperiled","2010-12-28","Cistothorus palustris clarkae","https://services.itis.gov/?q=tsn:726183","Clarkâ<U+0080><U+0099>s marsh wren","Birds","Subspecies","Exact Match","Cistothorus palustris clarkae"
"Arizona,New Jersey,Pennsylvania,Rhode Island,Virginia","Arizona,Connecticut,New Jersey,Ohio,Rhode Island,Virginia",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Dumetella carolinensis","https://services.itis.gov/?q=tsn:178625","Gray Catbird","Birds","Species","Exact Match","Dumetella carolinensis"
"California","California,Texas","Species of Concern","B06T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06T","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-03-19","Dendrocygna bicolor","https://services.itis.gov/?q=tsn:175046","Fulvous Whistling Duck","Birds","Species","Exact Match","Dendrocygna bicolor"
"Arizona,California","California,Nevada","Resolved Taxon","B066","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B066","Apparently Secure (breeding)","1997-03-19","Vireo bellii arizonae","https://services.itis.gov/?q=tsn:179006","Arizona Bell's vireo","Birds","Subspecies","Exact Match","Vireo bellii arizonae"
"Arizona","Arizona",NA,NA,NA,"Vulnerable","1997-03-19","Picoides arizonae","https://services.itis.gov/?q=tsn:685724","Arizona Woodpecker","Birds","Species","Exact Match","Picoides arizonae"
"Arizona,New Mexico","New Mexico,Texas",NA,NA,NA,"Apparently Secure (breeding)","1997-03-19","Passerina versicolor","https://services.itis.gov/?q=tsn:179152","Varied Bunting","Birds","Species","Exact Match","Passerina versicolor"
"Arizona,California,Nevada","California","Species of Concern","B0EG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EG","Unranked","Unknown","Colaptes chrysoides","https://services.itis.gov/?q=tsn:554081","Gilded Flicker","Birds","Species","Exact Match","Colaptes chrysoides"
"Arizona,California,New Mexico","California,New Mexico","Species of Concern","B0EH","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EH","Secure","1997-01-05","Melanerpes uropygialis","https://services.itis.gov/?q=tsn:178198","Gila Woodpecker","Birds","Species","Exact Match","Melanerpes uropygialis"
"Colorado,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Montana,Nebraska,North Dakota,Oklahoma,South Dakota,Tennessee,Texas,Wisconsin","Colorado,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Montana,Nebraska,North Dakota,Oklahoma,South Dakota,Tennessee,Texas,Utah,Wisconsin","Endangered","B003","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B003","Critically Imperiled (non-breeding)","1997-01-05","Grus americana","https://services.itis.gov/?q=tsn:176176","Whooping Crane","Birds","Species","Exact Match","Grus americana"
"California","California","Endangered","B067","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B067","Imperiled (breeding)","1997-03-19","Vireo bellii pusillus","https://services.itis.gov/?q=tsn:179007","Least Bell's Vireo","Birds","Subspecies","Exact Match","Vireo bellii pusillus"
"California","California","Species of Concern","B08Q","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08Q","Imperiled","2001-06-01","Melospiza melodia samuelis","https://services.itis.gov/?q=tsn:179512","San Pablo (= Samuels) song sparrow","Birds","Subspecies","Exact Match","Melospiza melodia samuelis"
"Arizona,California,Utah","Arizona,California,Utah","Endangered","B002","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B002","Critically Imperiled","1997-03-19","Gymnogyps californianus","https://services.itis.gov/?q=tsn:175274","California Condor","Birds","Species","Exact Match","Gymnogyps californianus"
"Colorado,New Mexico,Wyoming","Colorado,Wyoming",NA,NA,NA,"Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Leucosticte australis","https://services.itis.gov/?q=tsn:179223","Brown-capped Rosy Finch","Birds","Species","Exact Match","Leucosticte australis"
"Arizona,Colorado,Kansas,Nebraska,New Mexico,Oklahoma,Texas","Colorado,Kansas,Oklahoma,Texas",NA,NA,NA,"Apparently Secure (non-breeding), Secure (breeding)","1997-01-05","Peucaea cassinii","https://services.itis.gov/?q=tsn:997732","Cassin's Sparrow","Birds","Species","Followed Accepted TSN","Peucaea cassinii, Aimophila cassinii"
"Alaska,Colorado,Minnesota,New Mexico,Utah,Wyoming","Alaska,Colorado,Idaho,Minnesota,New Mexico,Utah,Wyoming",NA,NA,NA,"Apparently Secure","1997-01-05","Aegolius funereus","https://services.itis.gov/?q=tsn:177938","Boreal Owl","Birds","Species","Exact Match","Aegolius funereus"
"Arizona,New Mexico","Arizona,New Mexico",NA,NA,NA,"Apparently Secure","1997-01-05","Megascops trichopsis","https://services.itis.gov/?q=tsn:686662","Whiskered Screech-Owl","Birds","Species","Followed Accepted TSN","Megascops trichopsis, Otus trichopsis"
"Arizona,Arkansas,Connecticut,Delaware,District of Columbia,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Maine,Maryland,Massachusetts,Michigan,Minnesota,Nevada,New Hampshire,New Jersey,New Mexico,New York,Oregon,Pennsylvania,Tennessee,Vermont,West Virginia,Wisconsin","Connecticut,Delaware,Illinois,Indiana,Iowa,Kansas,Maine,Maryland,Michigan,Minnesota,New Hampshire,New Jersey,New York,North Carolina,Ohio,Oregon,Rhode Island,Texas,Vermont,West Virginia",NA,NA,NA,"Secure (breeding)","1997-03-19","Chordeiles minor","https://services.itis.gov/?q=tsn:177979","Common Nighthawk","Birds","Species","Exact Match","Chordeiles minor"
"Arizona,Colorado,Idaho,Kansas,Nebraska,Nevada,North Dakota,Oklahoma,Oregon,South Dakota,Texas,Utah,Washington,Wyoming","Arizona,California,Colorado,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Dakota,Texas,Utah,Washington,Wyoming","Resolved Taxon","B06X","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06X","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Buteo regalis","https://services.itis.gov/?q=tsn:175377","Ferruginous Hawk","Birds","Species","Exact Match","Buteo regalis"
"Arizona,New Mexico","Arizona",NA,NA,NA,"Imperiled","2004-03-05","Ammodramus savannarum ammolegus","https://services.itis.gov/?q=tsn:179337","Arizona Grasshopper Sparrow","Birds","Subspecies","Exact Match","Ammodramus savannarum ammolegus"
"Alabama,Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin","Alabama,Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virgin Islands,Virginia,West Virginia","Species of Concern","B092","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B092","Secure (breeding), Secure (non-breeding)","1997-03-19","Ixobrychus exilis","https://services.itis.gov/?q=tsn:174846","Least Bittern","Birds","Species","Exact Match","Ixobrychus exilis , Ixobrychus  exilis, Ixobrychus exilis"
"Alaska,Arizona","Arizona",NA,NA,NA,NA,NA,"Leiothlypis celata","https://services.itis.gov/?q=tsn:950015","Orange-crowned Warbler","Birds","Species","Followed Accepted TSN","Vermivora celata, Oreothlypis celata"
"California","California","Resolved Taxon","B098","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B098","Imperiled (breeding), Imperiled (non-breeding)","1997-03-19","Synthliboramphus hypoleucus","https://services.itis.gov/?q=tsn:177011","Xantus' Murrelet","Birds","Species","Fuzzy Match","Synthliboramphus hypoleucus, Synthliobramphus hypoleucus"
"California","California","Species of Concern","B088","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B088","Vulnerable","1997-01-05","Passerculus sandwichensis beldingi","https://services.itis.gov/?q=tsn:179325","Beldingâ<U+0080><U+0099>s savannah sparrow","Birds","Subspecies","Exact Match","Passerculus sandwichensis beldingi"
"Colorado,Kansas,North Dakota,South Dakota,Wyoming","Colorado,Kansas,North Dakota,South Dakota,Wyoming",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Calamospiza melanocorys","https://services.itis.gov/?q=tsn:179312","Lark Bunting","Birds","Species","Exact Match","Calamospiza melanocorys"
"Arizona,California,Connecticut,Delaware,Iowa,Kentucky,Maine,Maryland,Massachusetts,Michigan,New Jersey,New York,Pennsylvania,West Virginia,Wisconsin","California,Connecticut,Delaware,Iowa,Kentucky,Maine,Maryland,Massachusetts,Michigan,Missouri,Nebraska,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,Vermont,West Virginia","Species of Concern","B0E3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0E3","Secure (breeding), Secure (non-breeding)","1997-01-05","Asio otus","https://services.itis.gov/?q=tsn:177932","Long-eared Owl","Birds","Species","Exact Match","Asio otus"
"Alaska,Arizona,California,Maine","Arkansas,New Mexico,Ohio,Puerto Rico,Rhode Island,Virgin Islands,Virginia",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-03-19","Setophaga petechia","https://services.itis.gov/?q=tsn:950039","Mangrove Warbler","Birds","Species","Followed Accepted TSN","Setophaga petechia, Dendroica petechia"
"Alaska,Florida,Kentucky,Mississippi,Nevada,Oklahoma,South Carolina,Tennessee,Texas","Alaska,Arkansas,Florida,Kentucky,Mississippi,Oklahoma,South Carolina,Tennessee,Texas,Virgin Islands",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Calidris mauri","https://services.itis.gov/?q=tsn:176668","Western Sandpiper","Birds","Species","Exact Match","Calidris mauri"
"Idaho,New Mexico,Oregon,Washington","",NA,NA,NA,"Secure","2013-10-10","Artemisiospiza nevadensis","https://services.itis.gov/?q=tsn:997723","Sagebrush Sparrow","Birds","Species","Exact Match","Artemisiospiza nevadensis"
"California","California","Species of Concern","B09H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B09H","Critically Imperiled","2001-06-01","Pipilo maculatus clementae","https://services.itis.gov/?q=tsn:730448","San Clemente (Spotted) Towhee","Birds","Subspecies","Exact Match","Pipilo maculatus clementae, Pipilo maculatus (=erythrophthalmus) clementae"
"Arizona,California,Colorado,Nevada,New Mexico,Utah","Arizona,California,Colorado,Nevada,New Mexico,Utah","Endangered","B094","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B094","Imperiled (breeding)","2013-05-29","Empidonax traillii extimus","https://services.itis.gov/?q=tsn:712529","Southwestern willow flycatcher","Birds","Subspecies","Exact Match","Empidonax trailli extimus, Empidonax traillii extimus"
"Arizona,Oregon","Arizona","Species of Concern","B0DU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DU","Unranked","Unknown","Ammodramus savannarum perpallidus","https://services.itis.gov/?q=tsn:179336","Western Grasshopper Sparrow","Birds","Subspecies","Exact Match","Ammodramus savannarum perpallidus"
"Arizona,California,Colorado,Illinois,Iowa,Kansas,Minnesota,Missouri,Nebraska,North Dakota,Oklahoma,Oregon,Texas,Wyoming","Alaska,California,Colorado,Idaho,Illinois,Iowa,Kansas,Minnesota,Missouri,Nebraska,Nevada,North Dakota,Oklahoma,Oregon,Texas,Wyoming","Resolved Taxon","B070","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B070","Secure (breeding)","1997-03-19","Buteo swainsoni","https://services.itis.gov/?q=tsn:175367","Swainson's Hawk","Birds","Species","Exact Match","Buteo swainsoni"
"Arizona,New Mexico","Colorado,New Mexico,Utah","Species of Concern","B0FX","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FX","Secure (breeding), Secure (non-breeding)","1997-03-19","Sphyrapicus thyroideus","https://services.itis.gov/?q=tsn:178208","Williamson's Sapsucker","Birds","Species","Exact Match","Sphyrapicus thyroideus"
"Iowa,Kansas,Minnesota,New Mexico","Arizona,Colorado,Kansas,Minnesota,Nevada,New Mexico,Texas",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Podiceps nigricollis","https://services.itis.gov/?q=tsn:174485","Eared Grebe","Birds","Species","Exact Match","Podiceps nigricollis"
"Colorado,Florida,Idaho,Iowa,Kansas,Louisiana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Carolina,South Dakota,Texas,Wyoming","California,Colorado,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Carolina,South Dakota,Texas,Utah,Wyoming","Resolved Taxon","B06S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06S","Secure (breeding), Secure (non-breeding)","1997-01-05","Numenius americanus","https://services.itis.gov/?q=tsn:176593","Long-billed Curlew","Birds","Species","Exact Match","Numenius americanus , Numenius americanus"
"California,Colorado,Idaho,Montana,New Mexico,Utah","Alaska,California,Colorado,Idaho,Montana,New Mexico,Oregon,Puerto Rico,Utah","Species of Concern","B0FW","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0FW","Apparently Secure (breeding)","1997-03-19","Cypseloides niger","https://services.itis.gov/?q=tsn:177997","Black Swift","Birds","Species","Exact Match","Cypseloides niger"
"Delaware,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Minnesota,Missouri,New Jersey,North Dakota,Ohio,Pennsylvania,South Carolina,Texas,West Virginia,Wisconsin,Wyoming","Illinois,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Minnesota,New Jersey,New York,North Carolina,North Dakota,Ohio,Pennsylvania,Tennessee,Texas,West Virginia,Wisconsin,Wyoming",NA,NA,NA,"Secure (breeding)","1997-03-19","Spiza americana","https://services.itis.gov/?q=tsn:179165","Dickcissel","Birds","Species","Exact Match","Spiza americana"
"Alaska,Arizona","Alaska,Arizona",NA,NA,NA,"Secure (breeding), Secure (non-breeding)","1997-01-05","Zonotrichia leucophrys","https://services.itis.gov/?q=tsn:179455","White-crowned Sparrow","Birds","Species","Exact Match","Zonotrichia leucophrys"
"Arizona","Arizona","Endangered","B06V","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06V","Critically Imperiled","1997-02-10","Falco femoralis septentrionalis","https://services.itis.gov/?q=tsn:175611","Northern Aplomado Falcon","Birds","Subspecies","Exact Match","Falco femoralis septentrionalis"
"California","",NA,NA,NA,"Not Applicable","1997-01-05","Synthliboramphus craveri","https://services.itis.gov/?q=tsn:177010","Craveri's Murrelet","Birds","Species","Exact Match","Synthliboramphus craveri"
"Arizona,Arkansas,California,Colorado,Connecticut,District of Columbia,Idaho,Illinois,Iowa,Maine,Minnesota,Missouri,Nevada,New Jersey,New Mexico,Ohio,Rhode Island,South Carolina,Texas,Utah,Virginia,Washington,Wyoming","Arizona,Arkansas,California,Colorado,Connecticut,Idaho,Illinois,Iowa,Louisiana,Michigan,Montana,Nebraska,Nevada,New Jersey,New Mexico,North Carolina,Ohio,Rhode Island,Tennessee,Texas,Utah,Virgin Islands,Virginia,Washington,Wisconsin,Wyoming","Threatened","B06R","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06R","Secure (breeding)","1997-03-19","Coccyzus americanus","https://services.itis.gov/?q=tsn:177831","Yellow-billed Cuckoo","Birds","Species","Exact Match","Coccyzus americanus occidentalis, Coccyzus americanus , Coccyzus americanus"
"New Mexico","Arizona,New Mexico,Texas",NA,NA,NA,"Apparently Secure (breeding)","1997-03-19","Calothorax lucifer","https://services.itis.gov/?q=tsn:178030","Lucifer Hummingbird","Birds","Species","Exact Match","Calothorax lucifer"
